ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author-element-text-node,syriaca_headword_possibility1,syriaca_headword_current,author_uri_current,title_text_node,parent_item,author_uri_possibility1,author_uri_possibility2,author_uri_corrected,author_uri_consolidated,author_uri_corrected,author_role_current,author_role_corrected,msItem_xml-id,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,locus_start
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[14]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extract from hom. lxxxv. on the Gospel of S. John,"John Chrysostom. ""Homilies of John Chrysostom"". Foll. 1b-81",,,,http://syriaca.org/person/573,,,,b14,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,78a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[15]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extract from hom. xxxix. on the first epistle to the Corinthians,"John Chrysostom. ""Homilies of John Chrysostom"". Foll. 1b-81",,,,http://syriaca.org/person/573,,,,b15,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,80a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[16]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extract from hom. xii. on the first epistle to the Corinthians,"John Chrysostom. ""Homilies of John Chrysostom"". Foll. 1b-81",,,,http://syriaca.org/person/573,,,,b16,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,81a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[15]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extracts from the commentary of John Chrysostom on the Gospel of S. Matthew,,,,,http://syriaca.org/person/573,,,,a15,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,96a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[15]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. iii.,"John Chrysostom. ""Extracts from the commentary of John Chrysostom on the Gospel of S. Matthew"". Foll. 96a-98",,,,http://syriaca.org/person/573,,,,e1,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,96a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[15]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. xii.,"John Chrysostom. ""Extracts from the commentary of John Chrysostom on the Gospel of S. Matthew"". Foll. 96a-98",,,,http://syriaca.org/person/573,,,,e2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,97a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew,,,,,http://syriaca.org/person/573,,,,a22,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,151a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. v.,"John Chrysostom. ""Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew"". Foll. 151a-162b",,,,http://syriaca.org/person/573,,,,g1,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,151a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. vi.,"John Chrysostom. ""Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew"". Foll. 151a-162b",,,,http://syriaca.org/person/573,,,,g2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,153b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. ix.,"John Chrysostom. ""Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew"". Foll. 151a-162b",,,,http://syriaca.org/person/573,,,,g3,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,157a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/msItem[4]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. ii.,"John Chrysostom. ""Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew"". Foll. 151a-162b",,,,http://syriaca.org/person/573,,,,g4,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,159b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[22]/msItem[5]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. iii,"John Chrysostom. ""Extracts from several homilies of John Chrysostom on the Gospel of S. Matthew"". Foll. 151a-162b",,,,http://syriaca.org/person/573,,,,g5,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,161b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[25]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,John Chrysostom,"""That the soul does not precede, or exist before, the body"". Foll. 165a-165b",,,,http://syriaca.org/person/573,,,,i3,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,165b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[25]/msItem[3]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,hom. lxvi. on the Gospel of S. Matthew,"John Chrysostom. ""John Chrysostom"". Foll. 165b-165b",,,,http://syriaca.org/person/573,,,,j1,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,165b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[25]/msItem[3]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,hom. lxxix. on the Gospel of S. Matthew,"John Chrysostom. ""John Chrysostom"". Foll. 165b-165b",,,,http://syriaca.org/person/573,,,,j2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,165b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[25]/msItem[3]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,hom. lxxxii. on the Gospel of S. Matthew,"John Chrysostom. ""John Chrysostom"". Foll. 165b-165b",,,,http://syriaca.org/person/573,,,,j3,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,165b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[25]/msItem[3]/msItem[4]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,A passage from his commentary on the epistle to the Ephesians,"John Chrysostom. ""John Chrysostom"". Foll. 165b-165b",,,,http://syriaca.org/person/573,,,,j4,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,165b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[28]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Hom. xii. on the first epistle to the Corinthians,"""On offerings for the Dead"". Foll. 167b-167b",,,,http://syriaca.org/person/573,,,,k2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,167b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Discourses of John Chrysostom,,,,,http://syriaca.org/person/573,,,,a31,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,193a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"On 1 Thessal., cli. iv. 12 (13)","John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n1,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,193a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Three homilies on king Uzziah,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,201a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[2]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"On Isaiah, ch. vi. 1","John Chrysostom. ""Three homilies on king Uzziah"". Foll. 201a-213",,,,http://syriaca.org/person/573,,,,o1,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,201a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[2]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,On 2 Chron. xxvi. 16,"John Chrysostom. ""Three homilies on king Uzziah"". Foll. 201a-213",,,,http://syriaca.org/person/573,,,,o2,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,204a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[2]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"On Isaiah, ch. vi. 1","John Chrysostom. ""Three homilies on king Uzziah"". Foll. 201a-213",,,,http://syriaca.org/person/573,,,,o3,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,209b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Consolatory epistle,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n3,ܐܓܪܬܐ ܕܒܘܝܐܐ,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,213b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[4]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Hom. lx. on the Gospel of S. Matthew,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n4,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,227a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[5]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"On S. John , ch. v. 17","John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n5,,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,230b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[6]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,On the Seraphim,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n6,ܡܐܡܪܐ ܕܥܠ ܣܪ̈ܦܐ,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,235b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[7]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Discourse delivered on his return from Asia,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n7,ܟܕ ܗ̣ܦܟ ܘܐܬ݂ܐ̣ ܡܢ ܐܣܝܐ,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,240a
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[8]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,On his ordination as priest,"John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n8,ܥܠ ܕܫܪܘܬܝܢ ܫܪܝ ܕܢܬܪܓܡ. ܘܥܠ ܟܢܫܐ ܣܓܝܐܐ ܕܟܢܫ̣. ܘܥܠ ܐܦܣܩܘ̈ܦܐ,,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,242b
/data/tei/350.xml,http://syriaca.org/manuscript/350,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[31]/msItem[9]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Discourse commending those (citizens of Antioch ) who had not again gone up to Daphne , and blaming those who had","John Chrysostom. ""Discourses of John Chrysostom"". Foll. 193a-252b",,,,http://syriaca.org/person/573,,,,n9,ܬܘܒ ܡܐܡܪܐ ܐܚܪܢܐ̣ ܕܝܠܗ ܕܩܕܝܫܐ ܡܪܝ ܝܘܗܢܝܣ. ܕܐܝܬ ܒܗ ܩܘ̈ܠܣܐ̣. ܕܐܝܠܝܢ ܕܠܐ ܥܛܦܘ ܣܠܩ̣ܘ ܠܕܦܢܐ. ܘܟܘܐܪܐ ܕܐܝܠܝܢ ܥܛܦܘ ܣܠܩ̣ܘ ܠܕܦܢܐ. ܘܟܘܐܪܐ ܕܐܝܠܝܢ ܕܣܠܩܘ. ܘܐܝܬ ܒܗ ܬܚܘܝܬܐ܆ ܕܡܛܠ ܐܝܕܐ ܩܕܝ̈ܫܐ ܕܒܥܬܝܩܬܐ ܥܪܩ̇ܘ ܡܢ ܐܘ̈ܠܨܢܐ ܕܥ̈ܕܨܘ (sic)ܥܠܝܗܘܢ̇. ܒܚܪܬܐ ܕܝܢ ܬܘܒ܇ ܒܒܝ̈ܫܬܐ ܐܢ̈ܫܐ ܪܘܪ̈ܒܐ ܩܘܝܘ.,ܠܐ ܗܘܐ ܣܪܝܩܐܝܬ ܐܝܟ ܕܡܬܚܙܝܐ̇. ܐܬܡܠܝ ܡ̈ܠܐ ܗܠܝܢ ܣܓ̈ܝܐܬܐ ܘܐܪ̈ܝܟܬܐ ܡܠܠܢܢ܇ ܟܕ ܡ̇ܠܟܝܢ ܗܘܝܢ ܕܢܒ̣ܣܘܢ ܥܠ ܡܣܩܬܐ ܕܠܕܦܢܐ. ܏ܘܫ.,,,ready to ingest,,,II:696-701,DCCLIII,Add MS 14612,247a
/data/tei/351.xml,http://syriaca.org/manuscript/351,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[17]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Extract from the commentary of John Chrysostom on the first Epistle to the Corinthians , hom. xlii.",,,,,http://syriaca.org/person/573,,,,p1a17,ܡܢ ܏ܡܐ ܕ܏ܡܒ ܕܦܘܫܩܐ ܕܐܓܪܬܐ ܕܠܘܬ ܩܘܪ̈ܢܬܝܐ ܏ܩ,,,,ready to ingest,,,2:810-815,DCCCVI,"Add. MS 14,613, upper text",180b
/data/tei/351.xml,http://syriaca.org/manuscript/351,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[21]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Short extracts from the commentaries of John Chrysostom on the Epistles of S. Paul,,,,,http://syriaca.org/person/573,,,,p1a21,ܕܩܕܝܫܐ ܡܪܝ ܝܘܐܢܝܣ ܡܢ ܦܘܫܩܐ ܕܫܠܝܚܐ,,,,ready to ingest,,,2:810-815,DCCCVI,"Add. MS 14,613, upper text",190b
/data/tei/352.xml,http://syriaca.org/manuscript/352,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[6]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Discourse of John Chrysostom on Virginity and Repentance,,,,,http://syriaca.org/person/573,,,,p1a6,ܥܠ ܒܬܘܠܘܬܐ ܘܬܝܒܘܬܐ ܘܡܪܬܝܢܘܬܐ,ܛܘܒܢܐ ܦܘܠܘܣ ܗ̇ܘ ܕܗܘ̣ܐ ܫܠܝܚܐ ܠܥܡ̈ܡܐ. ܏ܘܫ.,,,ready to ingest,,,II:832-833,DCCCXVII,Add MS 14614 foll. 1-79,50b
/data/tei/357.xml,http://syriaca.org/manuscript/357,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extracts from John Chrysostom,,,,,http://syriaca.org/person/573,,,,a1,,,,,ready to ingest,,,2:740-742,DCCLXX,Add MS 14617,1a
/data/tei/357.xml,http://syriaca.org/manuscript/357,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. xxvii. on the Epistle to the Hebrews,"John Chrysostom. ""Extracts from John Chrysostom"". Foll. 1a-",,,,http://syriaca.org/person/573,,,,b1,ܦܣܘܩܐ ܡܢ ܡܐܡܪܐ ܕܥܣܪ̈ܝܢ ܘܫܒ̈ܥܐ ܕܦܘܫܩܐ ܕܐܓܪܬܐ ܕܥܒܪ̈ܝܐ.,,,,ready to ingest,,,2:740-742,DCCLXX,Add MS 14617,2a
/data/tei/357.xml,http://syriaca.org/manuscript/357,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[13]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extract from the tenth homily of John Chrysostom on the second Epistle to the Corinthians,,,,,http://syriaca.org/person/573,,,,b15,ܡܢ ܡܐܡܪܐ ܕܥܣܪ̈ܐ ܕܦܘܫܩܐ ܕܐܓܪܬܐ ܕܬܪ̈ܬܝܢ ܕܩܘܪ̈ܢܬܝܐ,,,,ready to ingest,,,2:740-742,DCCLXX,Add MS 14617,111b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,Extracts from the writings of John Chrysostom,,,,,http://syriaca.org/person/573,,,,p1a5,ܬܚ̈ܘܝܬܐ ܡ̈ܓܒܝܬܐ ܕܡܪܝ ܝܘܗܢܝܣ ܡܠܦܢܐ,,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",17b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[1]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Part a, without title","John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b18,,ܐܓܘܢܐ ܗܘܓܝܪ ܪܒܐ ܗܢܐ ܕܠܗ ܥܠܝܠܝܢ ܚܢܢ. ܘܬܟܬܘܫܐ ܕܒܗ̣ ܕܠܘܬ ܚܝ̈ܠܘܬܐ ܕܠܐ ܡܬܚܙܝܢ ܐܝܬܘܗܝ. ܏ܘܫ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",17b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[2]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Part b, without title","John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b19,,ܠܐ ܗܟܝܠ ܢܛܥܐ ܒܢܦܫ̣ܢ ܘܠܐ ܡܢ ܟܠܦܪܘܣ ܚ̈ܝܐ ܕܢܝܚܐ ܢܓܒ̣ܐ ܠܢ. ܠܐܝܢܐ ܠܡ ܓܝܪ ܕܪܚ̇ܡ ܠܗ ܡܪܝܐ̣ ܪܕܐ ܠܗ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",17b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[3]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Part c, without title","John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b20,,ܠܢ ܗܟܝܠ̣. ܕܠܐ ܡܛܠ ܩܝܡܬܐ ܒܠܚܘܕ ܢܘܕܐ ܠܐܠܗܐ̣. ܐܠܐ ܐܦ ܡܛܠܬܗ ܕܣܒܪܐ ܕܩܝܡܬܐ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",18b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[4]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From the discourse against the Jews,"John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b21,ܡܢ ܡܐܡܪܐ ܗ̇ܘ ܕܠܘܩܒܠ,ܠܐ ܕܝܢ ܢܣ̣ܒܪܝܗ̇ ܠܡܠܬܢ ܐܝܟ ܗ̇ܘ ܕܠܐ ܝܕܥܐ ܠܡܦܪܫ ܙܒܢܐ ܡܢ ܙܒܢܐ̇. ܕܟܕ ܝܘܡܐ ܕܕܘܟܪܢܐ ܕܣ̈ܗܕܐ ܟ̇ܢܫ ܠܢ̇. ܚܢܢ ܫܒܩܢ ܬܫܥܝܬܐ ܕܢܨ̈ܚܢܝܗܘܢ̇. ܘܥܡ ܝܘ̈ܗܕܝܐ ܕܢܬܟܬܫ ܡܬܚܦܛܝܢܢ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",19a
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[5]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,"Part e, without title","John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b22,,ܐܚ̈ܝ̣ ܙܕܩ ܠܢ ܕܩܕܡ ܗܠܝܢ ܟܠܗܝܢ ܐܚܪ̈ܢܝܬܐ̣. ܠܝܘܡܐ ܗ̇ܘ ܢܥ̣ܗܕܝܘܗܝ. ܏ܘܫ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",19b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[6]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. i. on the Gospel of S. Matthew,"John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b23,,,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",19b
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[7]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From hom. iv. on the Gospel of S. Matthew,"John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b24,,,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",20a
/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[5]/msItem[8]/author,1,John Chrysostom,John Chrysostom,#N/A,John Chrysostom,http://syriaca.org/person/573,From the commentary on the Gospel of S. Matthew,"John Chrysostom. ""Extracts from the writings of John Chrysostom"". Foll. 17b-",,,,http://syriaca.org/person/573,,,,p1b25,ܡܢ ܡܐܡܪܐ ܕܦܘܫܩܐ ܕܡܬܝ ܥܠ ܐܝܠܝܢ ܕܓܚ̈ܟܝܢ,ܕܒܟ̣ܐ ܗܟܝܠ ܡܪܢ ܐܝܬ ܠܡܚܙܐ ܙܒ̈ܢܬܐ ܣ̈ܓܝܐܬܐ. ܕܓܚ̣ܟ ܕܝ̣ܢ ܐܦܠܐ ܚܕܐ.,,,ready to ingest,,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",20b
