localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/author|http://syriaca.org/manuscript/256,/data/tei/256.xml,http://syriaca.org/manuscript/256,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/author,1,Ambrose of Milan,http://syriaca.org/person/963,http://syriaca.org/person/963,b,5b,Ambrose of Milan,,,,,ready to ingest,,,2:917-921,DCCCLVI,"Add. 14,529","""A section entitled, ""Judgments of the Council of Ephesus,"" viz. against Nestorius"". Foll. 3a-",,,,"Cyprian. ""Cyprian"". Foll. 5b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/msItem[1]/author|http://syriaca.org/manuscript/256,/data/tei/256.xml,http://syriaca.org/manuscript/256,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/msItem[1]/author,1,Ambrose of Milan,http://syriaca.org/person/963,http://syriaca.org/person/963,c,5b,Part a,,,,,ready to ingest,,,2:917-921,DCCCLVI,"Add. 14,529","Ambrose of Milan. ""Ambrose of Milan"". Foll. 5b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/msItem[2]/author|http://syriaca.org/manuscript/256,/data/tei/256.xml,http://syriaca.org/manuscript/256,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/msItem[2]/author,1,Ambrose of Milan,http://syriaca.org/person/963,http://syriaca.org/person/963,c,6a,Part b,,,,,ready to ingest,,,2:917-921,DCCCLVI,"Add. 14,529","Ambrose of Milan. ""Ambrose of Milan"". Foll. 5b-",,,,"Ambrose of Milan. ""Part a"". Foll. 5b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[6]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[6]/author,1,Ambrose of Milan,http://syriaca.org/person/963,http://syriaca.org/person/963,c27,31b,Ambrose of Milan,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Timotheus. ""Extracts from a letter of Timotheus to the city of Constantinople"". Foll. 29b-",,,,"Gregory Nyssen. ""Gregory Nyssen"". Foll. 31b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[15]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[15]/author,1,Ambrose of Milan,http://syriaca.org/person/963,http://syriaca.org/person/963,c75,72a,Ambrose of Milan,ܡܢ ܡܐܡܪܐ ܕܠܘܩܒܠ ܗܪ̈ܛܝܩܘ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Gregory Nyssen. ""Gregory Nyssen"". Foll. 72a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[14]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[14]/author,1,Ambrosius of Milan,http://syriaca.org/person/2584,http://syriaca.org/person/963,c14,7b,Ambrosius of Milan,ܕܛܘܒܢܐ ܐܡܒܪܘܣܝܣ ܐܦܣܩܦܐ ܕܡܐܕܝܘܠܐܢܣ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Timotheus (Aelurus), bishop of Alexandria. ""A treatise of Timotheus against the Diphysites"". Foll. 1a-",,,,"Epiphanius. ""Epiphanius ܐܦܝܦܐܢܝܘܣ of Cyprus"". Foll. 7a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[25]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[25]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,c85,75b,Ammonius,ܕ݂ܐܡܘܢܝܘܣ ܐܦܣܩܦܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Antiochus of Ptolemais. ""Antiochus (of Ptolemais )"". Foll. 75b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[6]/author|http://syriaca.org/manuscript/334,/data/tei/334.xml,http://syriaca.org/manuscript/334,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[6]/author,1,Ammonius the monk,http://syriaca.org/person/855,http://syriaca.org/person/855,p3a6,339b,Letters of Ammonius the monk to his disciples,ܐܓܪ̈ܬܐ ܕܐܡܘܢܝܘܣ ܝܚܝܕܝܐ ܕܠܘܬ ܬܠܡܝ̈ܕܘܗܝ,,,,ready to ingest,,,II:731-732,DCCLXIV,"Add. 14,598, foll. 153–348",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[37]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[37]/author,1,Amphilochius,http://syriaca.org/person/2784,http://syriaca.org/person/2784,c97,79b,Amphilochius,ܥܠ ܗܝܡܢܘܬܐ ܬܪܝܨܬܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Titus (of Bostra). ""Titus (of Bostra)"". Foll. 79a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/author,1,Amphilochius of Iconium,http://syriaca.org/person/2784,http://syriaca.org/person/2784,c51,207b,Amphilochius of Iconium,,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Severus of Antioch. ""Chap. xli"". Foll. 200a-",,,,"Gregory Nyssen. ""Gregory Nyssen"". Foll. 207a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/msItem[1]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/msItem[1]/author,1,Amphilochius of Iconium,http://syriaca.org/person/2784,http://syriaca.org/person/2784,d,207b,"Amphilochius of Iconium, as cited by Cyril",,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Amphilochius of Iconium. ""Amphilochius of Iconium"". Foll. 207b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/msItem[2]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[15]/msItem[2]/author,1,Amphilochius of Iconium,http://syriaca.org/person/2784,http://syriaca.org/person/2784,d,207b,Part b,ܨܝܕ ܗ̇ܝ ܕܐܒܐ ܐܢ ܡܨܝܐ ܢܥ̣ܒܪ ܡܢܝ ܟܣܐ ܗܢܐ,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Amphilochius of Iconium. ""Amphilochius of Iconium"". Foll. 207b-",,,,"Amphilochius of Iconium. ""Amphilochius of Iconium, as cited by Cyril"". Foll. 207b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[21]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[21]/author,1,Amphilochius of Iconium,http://syriaca.org/person/2784,http://syriaca.org/person/2784,c81,74a,Amphilochius of Iconium,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Basil. ""Basil"". Foll. 74a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[14]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[14]/author,1,Anastasius the patriarch,,,b14,106b,"Question addressed by Anastasius the patriarch to the partisans of Probus , and their reply",ܫܘܐܠܐ ܕܫܐ̇ܠ ܐܢܣܛܘܣ ܦܛܪܝܪܟܐ ܒܟܬܒܐ̣. ܠܕܝܪ̈ܝܐ ܗܠܝܢ ܕܥܒܕܘ ܡܠܬܐ ܥܡ ܦܪܘܒܐ ܒܐܢܛܝܘܟܝܐ.,,,,no syriaca entry,,,2:967-976,DCCCLIX,"Add. 14,533","""A large Collection of Demonstrations from the Fathers against various Heresies"". Foll. -",,,,"""Questions addressed to the followers of Joannes Barbūr and Probus"". Foll. 106a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[12]/msItem[32]/msItem[3]/msItem[1]/author[2]|http://syriaca.org/manuscript/29,/data/tei/29.xml,http://syriaca.org/manuscript/29,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[12]/msItem[32]/msItem[3]/msItem[1]/author[2],2,Andrew of Samosata,,,,201a,"A letter written by Alexander of Mabūg and Andrew of Samosata to John of Antioch and Theodoret of Cyrus , concerning Simeon Stylites and Jacob of Kaphrā Rěhīmā",ܬܘܒ ܐܓܪܬܐ ܕܟܬ̣ܒܘ ܐܠܟܣܢܪܘܣ ܕܡܒܘܓ ܘܐܢܕܪܝܐ ܕܫܡܝܫܛ: ܠܘܬ ܝܘܚܢܢ ܕܐܢܛܝܘܟܝܐ ܘܬܐܘܕܘܪܝܛܐ ܕܩܘܪܘܣ̣. ܡܛܠܬܗ ܕܩܕܝܫܐ ܡܪܝ ܫܡܥܘܢ̣. ܘܡܛܠ ܡܪܝ ܝܥܩܘܒ ܕܟܦܪܐ ܪܚܝܡܐ.,,,,no syriaca entry,,,2:976-989,DCCCLX,"Add. 12,154","Simeon Stylites. ""To John , patriarch of Antioch, John I. , A.D. 428-441 . See Le Quien, Or. Christ., t. ii., col. 721 . concerning Nestorius"". Foll. 201a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[12]/msItem[11]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[12]/msItem[11]/author,1,Andrew of Samosata,,,c54,69a,Extracts from the reply of Andrew of Samosata to Rabūlas,,,,,no syriaca entry,,,2:639-648,DCCXXIX,"Add. 12,156","""Various extracts"". Foll. 61a-",,,,"Rabūlas of Edessa. ""Letter of Rabūlas ܪܒܘܠܐ of Edessa to Andrew of Samosata ܫܡܝܫܛ , regarding the treatise of the latter against the twelve chapters of Cyril"". Foll. 68b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/author,1,Antiochus of Ptolemais,,,c68,211a,Antiochus of Ptolemais,,,,,no syriaca entry,,,2:550-554,DCLXXXVIII,"Add. 12,157","Severus of Antioch. ""Chap. xli"". Foll. 200a-",,,,"Epiphanius of Salamis. ""Epiphanius of Salamis ܕܣܠܡܝܢܐ in Cyprus"". Foll. 211a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[1]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[1]/author,1,Antiochus of Ptolemais,,,d,211a,Part a,ܡܢ ܡܐܡܪܐ̣ ܕܥܠ ܗ̇ܝ ܕܛܘܒܘܗܝ ܠܡ̇ܢ ܕܚܐ̇ܪ ܒܒ̇ܝܫܐ ܘܒܡܣ̣ܟܢܐ̣: ܘܥܠ ܗ̇ܝ ܕܗܫܐ ܢܦܫܝ ܫܓܝܫܐ,,,,no syriaca entry,,,2:550-554,DCLXXXVIII,"Add. 12,157","Antiochus of Ptolemais. ""Antiochus of Ptolemais"". Foll. 211a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[2]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[2]/author,1,Antiochus of Ptolemais,,,d,211b,Part b,ܡܢ ܡܐܡܪܐ ܕܥܠ ܗ̇ܝ ܟܢܥܢܝܬܐ,,,,no syriaca entry,,,2:550-554,DCLXXXVIII,"Add. 12,157","Antiochus of Ptolemais. ""Antiochus of Ptolemais"". Foll. 211a-",,,,"Antiochus of Ptolemais. ""Part a"". Foll. 211a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[3]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[21]/msItem[3]/author,1,Antiochus of Ptolemais,,,d,211b,Part c,ܡܢ ܡܐܡܪܐ ܕܥܠ ܗ̇ܝ ܕܠܐ ܐܝܬܝܗ̇ ܕܝܠܝ ܐܬܠ܇ ܐܠܐ ܠܐܝܠܝܢ ܕܡܛܝܒܐ ܠܗܘܢ ܡܢ ܐܒܝ,,,,no syriaca entry,,,2:550-554,DCLXXXVIII,"Add. 12,157","Antiochus of Ptolemais. ""Antiochus of Ptolemais"". Foll. 211a-",,,,"Antiochus of Ptolemais. ""Part b"". Foll. 211b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[24]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[24]/author,1,Antiochus of Ptolemais,,,c84,75b,Antiochus (of Ptolemais ),,,,,no syriaca entry,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 75a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,a1,,Works of Antonius Rhetor of Tagrit,,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,b1,1b,A treatise on Rhetoric,ܒܝܕ ܐܠܗܐ ܟܬܒܝܢܢ ܡܐܡܪܐ ܕܥܒܝܕ ܒܚܦܝܛܘܬܐ̇. ܠܐܢܫ ܪܚ̇ܡ ܥܡܠܐ ܐܝܟ ܚܝܠܐ ܕܡܢ ܠܥܠ ܐܬ݀ܦܠܓ ܠܗ. ܕܒܐܡܢܐ ܡ̣ܢ ܡܢܝܚܢܐ. ܒܕܡܐ ܕܝ̣ܢ ܬܓܪܝܬܢܝܐ. ܫܡܐ ܕܝ̣ܢ ܐܢܛܘܢܝܐ. ܕܥܠ ܝܕܥܬܐ ܕܪܗܝܛܪܘܬܐ. ܕܡܠܦ̣ ܘܐܦܘܕܝܟܣܐ ܥ̇ܒܕ ܒܝܕ ܛܟ̈ܢܐ ܡܕܡ̣. ܕܐܝܟܢܐ ܡܨܝܐ ܕܬܬܩܸܢܐ ܘܬܬ̤ܕܪܟ ܗ̣ܝ ܗܕܐ ܐܘܡܢܘܬܐ܀,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Works of Antonius Rhetor of Tagrit"". Foll. -",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[1]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[1]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c1,1b,Chap. i.,ܩܦܠܐܘܢ ܩܕܡܝܐ. ܕܡܢ ܐܝܟܐ̣ ܘܐܝ̇ܕܐ ܗ̣ܝ ܡܬܬܙܝܥܢܘܬܐ ܕܠܘܬ ܡܟܬܒܢܘܬܐ ܗܕܐ ܢܬܩܪܒ,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[2]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[2]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c2,2b,Chap. ii.,ܩܦܠܐܘܢ ܕܬܪܝܢ. ܫܘܘܕܝܐ ܕܥܠ ܐܘܡܢܘܬܐ. ܘܕܡܢܐ ܗ̣ܝ ܪܗܛܪܘܬܐ ܒܬܚܘܡܐ. ܘܦܘܫܩܗ ܕܗܢܐ,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. i."". Foll. 1b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[3]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[3]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c3,,Chap. iii.,,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. ii."". Foll. 2b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[4]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[4]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c4,,Chap. iv.,,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. iii."". Foll. -",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[5]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[5]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c5,3a,Chap. v.,,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. iv."". Foll. -",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[6]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[6]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c6,3b,Chap. vi.,ܩܦܠܐܘܢ ܕܫܬܐ. ܕܐܝܠܝܢ ܐܢܘܢ ܦܘ̈ܠܓܐ ܕܐܕܫܐ ܗ̇ܘ ܡܓܪܓܢܐ ܘܟ̇ܠܘܝܐ ܕܩܪ̈ܒܐ̣. ܘ[ܚܫܚ]ܬܐ ܕܒܗܠܝܢ.,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. v."". Foll. 3a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[7]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[7]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c7,4a,Chap. vii.,ܩܦܠܐܘܢ ܕܫܒܥܐ. ܦܘܠܓܐ ܕܫܘܝܘܬ ܡܢܬܐ ܕܩܛܐܓܪܢܘܬܐ ܘܕܦܠܝܪܘܦܘܪܝܐ ܕܡܙܗܪ ܒܝܕ ܬܚ̈ܘܬܐ ܟܬܒܝ̈ܬܐ,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,"Antonius Rhetor of Tagrit. ""Chap. vi."". Foll. 3b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,b2,5a,"Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood",,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Works of Antonius Rhetor of Tagrit"". Foll. -",,,,"Antonius Rhetor of Tagrit. ""A treatise on Rhetoric"". Foll. 1b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[1]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[1]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c8,5a,Consolatory epistle addressed to one Euphemius,,,,ܫܠ̣ܡ ܡܢܝܢܐ ܠܐ ܛܥܝܐ ܐܣ̈ܛܘܟܣܐ ܡܐܬܝܢ ܏ܘܝ.,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,,,,,,,,,,
