fileName,msOrPartUri,manuscript link,physDesc,Encoded Extent,RegEx Extracted,Extracted Extent,Corrected Extent,status,assignee,Encoded=Extracted?,comments
/data/tei/524.xml,http://syriaca.org/manuscript/524,https://bl.vuexistapps.us/manuscript/524,"Paper, about 5 ¼ in. by 3 3/4, consisting of 258 leaves, most of which are more or less stained and torn, especially foll. 1—10, 181, and 203—258. The quires are now 25 in number. They arc signed with letters, at the top of the page, from ܐ to ܝܙ and from ܝܙ to ܝܢ (sic, fol. 253 a). Leaves are wanting at the beginning and end, as well as after foll. 80, 122, 155, 163, and 257. This volume is written in an inelegant hand of the xiiith or xivth cent., inclining to the Malkite type.",258,258 leaves,258,258,done,Kurt Urban,TRUE,
/data/tei/619.xml,http://syriaca.org/manuscript/620,https://bl.vuexistapps.us/manuscript/619,"Paper, about 12 in. by 7, consisting of 86 leaves, the first nine of which are more or less torn, but especially fol. 1. The quires, signed with letters, are 8 in number. There are from 31 to 44 lines in each page.",,86 leaves,86,86,done,Kurt Urban,FALSE,
/data/tei/619.xml,http://syriaca.org/manuscript/621,https://bl.vuexistapps.us/manuscript/619,"Paper, about 12 1/8 in. by 6 7/8 , consisting of 42 leaves (Add. 14,726, foll. 87—128), of which the last is slightly torn. The quires, four in number, are signed with letters. There are from 34 to 38 lines in each page.",,42 leaves,42,42,done,Kurt Urban,FALSE,
/data/tei/738.xml,http://syriaca.org/manuscript/738,https://bl.vuexistapps.us/manuscript/738,"Vellum, about 10 1/8 in. by 7, consisting of 147 leaves, some of which are much stained and soiled. The quires, 15 in number, are signed with letters. There are from 20 to 31 lines in each page.",,147 leaves,147,147,done,Kurt Urban,FALSE,
/data/tei/872.xml,http://syriaca.org/manuscript/1466,https://bl.vuexistapps.us/manuscript/872,"Vellum, about 9 3/8 in. by 6, consisting of 223 leaves, some of which are much stained and torn. The quires, signed with letters, were originally 23 in number, but the greater part of the first has been lost. Of these the first ten, and the last, are bound up in Add. 17,211; the remaining twelve in Add. 17,210. There are from 19 to 25 lines in each page.",,223 leaves,223,223,done,Kurt Urban,FALSE,
/data/tei/872.xml,http://syriaca.org/manuscript/1463,https://bl.vuexistapps.us/manuscript/872,"Vellum, about 12 in. by 9 3/8, consisting of 60 leaves, some of which are much stained and soiled, as well as slightly torn. There are 33 lines in each full page.",,60 leaves,60,60,done,Kurt Urban,FALSE,
/data/tei/872.xml,http://syriaca.org/manuscript/1567,https://bl.vuexistapps.us/manuscript/872,"Vellum, about 12 1/8 in. by 9 3/8, consisting of 53 leaves, and made up of parts of two manuscripts: foll. 1-48 and foll. 49-53 .",,53 leaves,53,53,done,Kurt Urban,FALSE,
/data/tei/872.xml,http://syriaca.org/manuscript/1464,https://bl.vuexistapps.us/manuscript/872,"Foll. 1—48. Forty-eight leaves, some of which are much stained and soiled, and not a few more or less torn, especially foll. 2, 11, and 14. Each page is divided into two columns of 25 lines.",,#N/A,#N/A,48,done,Kurt Urban,#N/A,
/data/tei/872.xml,http://syriaca.org/manuscript/1465,https://bl.vuexistapps.us/manuscript/872,"Fol. 49—53. Five leaves, about 11 1/4 in. by 8 5/8, all of which are more or less stained and soiled. The lower half of fol. 50 has been torn away, its place being supplied by part of one of the blank fly-leaves. Each page is divided into two columns, and in each full column there are 31 lines.",,#N/A,#N/A,5,done,Kurt Urban,#N/A,
/data/tei/357.xml,http://syriaca.org/manuscript/357,https://bl.vuexistapps.us/manuscript/357,"Vellum, about 7 3/4 in. by 5 1/8, consisting of 115 leaves, the first of which is slightly stained and torn. The quires are signed with letters, from ܛ to ܟܟ . Single leaves are wanting after foll. 40 , 48 , 58 and 66 . The number of lines in each page varies from 26 to 32.",,115 leaves,115,115,done,Kurt Urban,FALSE,
/data/tei/128.xml,http://syriaca.org/manuscript/128,https://bl.vuexistapps.us/manuscript/128,"Vellum, about 14 3/4 in. by 11 3/4, consisting of 135 leaves, some of which are much stained and torn, especially foll.5, 9, 10, 49, 56, 59, 60, 62, 68, 100, 134 and 135. Owing to the imperfect condition of the volume, the number of quires cannot be accurately stated; nor does it appear how they were originally signed. At present, the last signature is ܠܒ(fol. 125a).Leaves are wanting at the beginning and end, as well as after foll. 1, 3, 4, 5, 6, 7, 8, 9, 49, 52, 65, 68, 70, 81, 84, 87, 99, 101, 133 and134. Each page is divided into two columns, of from 15 to 21 lines. The writing is a large, beautiful Estrangela of the vith cent",135,135 leaves,135,135,done,Kurt Urban,TRUE,
/data/tei/190.xml,http://syriaca.org/manuscript/1396,https://bl.vuexistapps.us/manuscript/190,"Vellum, about 8 1/4 in. by 5 1/8, consisting of 89 leaves, some of which are slightly stained and torn, especially the first and last. The quires, signed with letters, were originally 10 in number, but the first is lost, and a leaf is wanting after fol. 8. The number of lines in each page varies from 19 to 24. This manuscript is palimpsest throughout (see Add. MS 14,500, lower text ).",89,89 leaves,89,89,done,Kurt Urban,TRUE,
/data/tei/190.xml,http://syriaca.org/manuscript/1395,https://bl.vuexistapps.us/manuscript/190,"Vellum, about 8 1/4 in. by 5 1/8, consisting of 89 leaves, some of which are slightly stained and torn, especially the first and last. The whole of this volume is palimpsest (see Add. MS 14,500, upper text ).",89,89 leaves,89,89,done,Kurt Urban,TRUE,
/data/tei/154.xml,http://syriaca.org/manuscript/154,https://bl.vuexistapps.us/manuscript/154,"Vellum, about 8 5/8 in. by 5 5/8, consisting of 108 leaves, some of which are slightly stained and torn, especially foll. 1—3, 23, 103, and 108. The quires, 11 in number, are signed with letters. Each page has from 30 to 38 lines, only the last four being divided into columns. The writing is a clear, regular, Nestorian Estrangela, with numerous Syriac vowel-points and marks of punctuation, accents, etc., mostly added, it would appear, by later hands. This manuscript is dated A.D. 615,",108,108 leaves,108,108,done,Kurt Urban,TRUE,
/data/tei/534.xml,http://syriaca.org/manuscript/534,https://bl.vuexistapps.us/manuscript/534,"Paper, about 10 1/8 in. by 6 1/2, consisting of 84 leaves, most of which are more or less stained and torn. The quires are signed with letters. Leaves are wanting at the beginning, as well as after foll. 1, 9, 12, 14, 15, 19, 20, 21, 24, 34, 43, 51, 60, 67, 70, 73, and 80. The number of lines in each page varies from 15 to 18. Foll. 81 and 82 have been almost completely torn out.",,84 leaves,84,84,done,Kurt Urban,FALSE,
/data/tei/874.xml,http://syriaca.org/manuscript/875,https://bl.vuexistapps.us/manuscript/874,"Two vellum leaves, about 12 1/2 in. by 9 1/8 much soiled and torn. Each page is divided into two columns, of from 37 to 49 lines.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/876,https://bl.vuexistapps.us/manuscript/874,"A single vellum leaf, 12 1/4 in. by 9, slightly torn. The pages are divided into two columns, of 26 lines.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/877,https://bl.vuexistapps.us/manuscript/874,"Two vellum leaves, both much mutilated.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/878,https://bl.vuexistapps.us/manuscript/874,"Portions of two vellum leaves, both much soiled. Each page is divided into two columns.",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/879,https://bl.vuexistapps.us/manuscript/874,"Three vellum leaves, about 12 1/4 in. by 9 1/8, the first two of which are much stained and torn (Add. 17,213, foll. 8—10). Each page is divided into two columns, of from 43 to 45 lines.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/880,https://bl.vuexistapps.us/manuscript/874,"Two vellum leaves, about 11 7/8 in. by 9 1/8, the first of which is much stained and torn (Add. 17,213, foll. 11,12). Each page is divided into two columns, of from 35 to 37 lines.",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/881,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, 9 3/4 in. by 6 5/8, much torn. Each page is divided into two columns, of 34 or 35 lines. It contains part of a metrical discourse of Jacob of Batnae on Pride (see Assemani, Bibl. Or., t. i., p. 316, no. 86).",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/882,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, about 12 in. by 7 7/8, slightly torn, in two columns, of 15 lines.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/883,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, 12 1/2 in. by 8, slightly torn. Each page is divided into 2 columns of 25 or 26 lines.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/884,https://bl.vuexistapps.us/manuscript/874,"Two vellum leaves, about 11 5/8 in. by 8, the second of which is much torn. Each page is divided into two columns, of from 26 to 28 lines. They once formed part of the last quire of a manuscript.",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/885,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, about 12 j in. by 7|, written in two columns, of 32 and 34 lines.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/886,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, about 12 5/8 in. by 7 5/8, much torn. There are 30 lines in the one page, and 32 in the other.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/887,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, 7 3/4 in. by 9 ¼ slightly stained. It is the last leaf of a manuscript.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/888,https://bl.vuexistapps.us/manuscript/874,"Nineteen vellum leaves, about 11 1/2 in. by 7 3/8, most of which are more or less stained and mutilated (Add. 17,213, foll. 21—39). Each page is divided into two columns, of from 53 to 56 lines.",,#N/A,#N/A,19,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/889,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, much soiled and torn, which once formed the title-page of a Lectionary.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/890,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, 12 ½ in. in length, much torn.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/891,https://bl.vuexistapps.us/manuscript/874,"Two vellum leaves, about 8 1/4 in. by 7 1/8, both much mutilated. There are from 28 to 35 lines in each page.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/892,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, about 12 in. by 8 7/8, slightly stained and torn.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/874.xml,http://syriaca.org/manuscript/893,https://bl.vuexistapps.us/manuscript/874,"A vellum leaf, about 11 7/8 in. by 8 ¾ , much stained and slightly torn.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/419.xml,http://syriaca.org/manuscript/1453,https://bl.vuexistapps.us/manuscript/419,"Vellum, 8 1/4 in. by 5 1/8, consisting of 217 leaves. The quires, signed with letters, are 21 in number. A single leaf is wanting after fol. 171. There are from 19 to 26 lines in each page. This volume is palimpsest throughout ( see below ).",,217 leaves,217,217,done,Kurt Urban,FALSE,
/data/tei/419.xml,http://syriaca.org/manuscript/1454,https://bl.vuexistapps.us/manuscript/419,"This manuscript is palimpsest throughout. The lower texts' quires are signed with letters; e. g. foll. 31 a, ܓ , 181 a, ܒ .",,#N/A,#N/A,217,done,Kurt Urban,#N/A,
/data/tei/750.xml,http://syriaca.org/manuscript/750,https://bl.vuexistapps.us/manuscript/750,"Vellum, about 8 ¾ in. by 5 3/8, consisting of 108 leaves, some of which are much stained and slightly torn, especially foll. 1, 3, 5, 8, and 108. The quires, 12 in number, are signed with letters. There are from 21 to 25 lines in each page.",108,108 leaves,108,108,done,Kurt Urban,TRUE,
/data/tei/159.xml,http://syriaca.org/manuscript/159,https://bl.vuexistapps.us/manuscript/159,"Vellum, about 8 3/8 in. by 6 1/4, consisting of 140 leaves, some of which are much stained and torn, especially foll. 1—8, 61, 112, 120, 121, 128, and 129. The number of the quires, which are signed with letters, was probably 19 or 20, butܐ,ܛand ܝـare lost; of ܒthere remains only the first leaf; and leaves are also missing after foll. 108, 128, 129, 131, 133, and 140. Each page has from 24 to 30 lines. This volume is written in a good, regular hand of the ixthcent., with the exception of foll. 105 —112, which are paper leaves, written apparently by a hand of the xithor xiithcent. Greek vowels, and the points rukkākh and kushshāi, have been added on two different occasions, one punctuator having employed red, the other black ink (ܰ, ܰ, ܰ, ܰ, ܰ, , , , , , , ).",140,140 leaves,140,140,done,Kurt Urban,TRUE,
/data/tei/289.xml,http://syriaca.org/manuscript/289,https://bl.vuexistapps.us/manuscript/289,"Vellum, about 9 1/2 in. by 6 3/8, consisting of 171 loaves, a few of which are slightly stained and torn, especially foll. 9 and 171. The quires, 18 in number, are now signed with letters, but what the original signatures were is not apparent. Two leaves are wanting at the beginning. Each page is divided into two columns, of from 28 to 32 lines.",171,#N/A,#N/A,171,done,Kurt Urban,#N/A,
/data/tei/1137.xml,http://syriaca.org/manuscript/1137,https://bl.vuexistapps.us/manuscript/1137,"Paper, about 8 5/8 in. by 6 1/2, consisting of 146 leaves. The quires, signed with letters, are 16 in number ( ܗ ـــ ܐ and ܝܐ ـــ ܐ ). Each full page contains 21 lines in the first part of the volume, and 16 in the second part.",,146 leaves,146,146,done,Kurt Urban,FALSE,
/data/tei/178.xml,http://syriaca.org/manuscript/178,https://bl.vuexistapps.us/manuscript/178,"Vellum, 10 1/8 in. by 7 3/4, consisting of 165 leaves, some of which are slightly stained and soiled. The quires, signed with letters (on the last leaf of each), were originally 22 in number, but the first is now lost. Each page is divided into two columns, of about 21 lines.",,165 leaves,165,165,done,Kurt Urban,FALSE,
/data/tei/93.xml,http://syriaca.org/manuscript/93,https://bl.vuexistapps.us/manuscript/93,"Vellum, about 7 7/8 in. by 5, consisting of 70 leaves, most of which are much stained, and several more or less torn, especially foll. 2, 48, and 70. The quires are signed with letters. Loaves are wanting at the begin¬ning and end, as well as after foll. 8, 17, 18, 19, 28, 32, 34, 40, 42, 58, 59, 61, and 62. Each page has from 19 to 23 lines.",,70 leaves,70,70,done,Kurt Urban,FALSE,
/data/tei/740.xml,http://syriaca.org/manuscript/740,https://bl.vuexistapps.us/manuscript/740,"Vellum, about 7 1/2 in. by 6, consisting of 89 leaves, some of which are slightly stained and torn, especially foll. 1 , 10 , and 11 . The quires, ten in number, are signed with letters. One or two leaves are wanting at the end. There are from 13 to 23 lines in each page.",,89 leaves,89,89,done,Kurt Urban,FALSE,
/data/tei/97.xml,http://syriaca.org/manuscript/98,https://bl.vuexistapps.us/manuscript/97,"Vellum, about 10 1/8 in. by 6 5/8, consisting of 46 leaves, several of which are much stained and torn, especially foll. 7, 8, 38, and 39. The writing has been purposely effaced on foll. 45a and b, and 46b.The quires, now eight in number, are signed with letters, but only ܗ, ܙand ܚare complete. Leaves are wanting both at the beginning and end, as well as after foll. 2, 4, 6, 7, 21, and 23. The number of lines in each page varies from 24 to 29. This manuscript is written in a fine, regular Estrangela, of the viiith cent.",46,46 leaves,46,46,done,Kurt Urban,TRUE,
/data/tei/97.xml,http://syriaca.org/manuscript/99,https://bl.vuexistapps.us/manuscript/97,"Vellum, about 10 1/8 in. by 6 1/2, consisting of 78 leaves (Add. 14,437, foll. 47-124), of which the last six are more or less stained and torn. The quires, signed with letters, were originally nine in number, but ܕis now lost. There are from 21 to 28 lines in each page. The writing is a fine, regular Estrangela of the viiith cent.",78,78 leaves,78,78,done,Kurt Urban,TRUE,
/data/tei/97.xml,http://syriaca.org/manuscript/1175,https://bl.vuexistapps.us/manuscript/97,"The two leaves numbered 123 and 124 did not originally form part of this manuscript , but were added to it, as fly-leaves, when it was last bound in the convent. They belong, to all appearance, to one and the same book, but are both very much soiled and torn. Fol. 123 was the last leaf of the book.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/980.xml,http://syriaca.org/manuscript/980,https://bl.vuexistapps.us/manuscript/980,"Paper, about 6 3/4 in. by 4 7/8, consisting of 186 leaves, many of which are much torn, especially foll. 1—20, 38, 68—72, 78, 83, 157, 158, 165—171, and 181—186. The quires, signed with letters, were probably 18 in number; but the volume is imperfect at the end, and there are lacunae after foll. 3, 9, 15, 171, 178, 180, and 181. The number of lines in each page is 16 or 17.",,186 leaves,186,186,done,Kurt Urban,FALSE,
/data/tei/203.xml,http://syriaca.org/manuscript/203,https://bl.vuexistapps.us/manuscript/203,"Vellum, about 12 1/2 in. by 8 7/8, consisting of 71 leaves, many of which are much stained and torn. The quires, signedwith letters, were originally 16 in number, but ܐis now lost, and of the rest only ܝܐand ܝܒare complete. Each page is divided into two columns, of from 31 to 48 lines. It is written in a small, regular character, of about the xith cent.",71,71 leaves,71,71,done,Kurt Urban,TRUE,
/data/tei/1140.xml,http://syriaca.org/manuscript/1140,https://bl.vuexistapps.us/manuscript/1140,"Paper, about 8 5/8 in. by 5 1/2, consisting of 252 leaves, many of which are slightly stained and worm-eaten, especially foll. 18—46 and 217—235. The quires, signed with letters, are 25 in number. There are from 23 to 28 lines in each page. This volume is written in a good, regular hand of the xivth or xvth cent., with the exception of foll. 1—16 and 236—251, which are more recent.",252,252 leaves,252,252,done,Kurt Urban,TRUE,
/data/tei/80.xml,http://syriaca.org/manuscript/80,https://bl.vuexistapps.us/manuscript/80,"Vellum, about 11 1/8 in. by 7 1/2, consisting of 103 leaves, some of which are much stained and torn, especially foll. 1, 2, 7, 8, 48, 58, 102 and 103. The quires, now only 11 in number, are signed with letters. Two quires are missing after fol. 58, and several after fol. 98. Each page is divided into two columns, of from 35 to 38 lines. Many Greek proper names and other words are expressed on the margins in Greek letters.",,103 leaves,103,103,done,Kurt Urban,FALSE,
/data/tei/483.xml,http://syriaca.org/manuscript/484,https://bl.vuexistapps.us/manuscript/483,"Three vellum leaves, about 9 3/4 in. by 6 3/4, one of which is much torn. They are written in a good, regular hand of the ixth cent., with occasional Syriac vowels. There are from 28 to 32 lines in each page.",3,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/485,https://bl.vuexistapps.us/manuscript/483,"Eight vellum leaves, about 10 1/8 in. by 6 3/4, the first of which is slightly torn. There are from 23 to 26 lines in each page. The writing is a fine, regular Estrangela of the viiith cent. They formed the first quire of a manuscript.",8,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/486,https://bl.vuexistapps.us/manuscript/483,"Eight vellum leaves, about 10 1/4 in. by 6 3/4, the first and last of which are much torn (Add. 14,668, foll. 12—19). There are two columns in each page, of from 25 to 29 lines. The writing is a good, regular, Nestorian Estrangela of the viith cent. The Syriac vowels seem to have been added by a somewhat later hand.",8,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/487,https://bl.vuexistapps.us/manuscript/483,"Six vellum leaves, about 9 3/4 in. by 6 3/8, all much soiled and torn (Add. 14,668, foll. 20—25). The writing is a neat, regular, Nestorian Estrangela of the viiith cent., with from 31 to 34 lines in each page.",6,#N/A,#N/A,6,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/488,https://bl.vuexistapps.us/manuscript/483,"Four vellum leaves, about 10 1/8 in. by 6 5/8, much stained and torn. The writing is a fine, regular Estrangela of the viiith cent. There are from 23 to 25 lines in each page. They formed the 14th and last quire (ܝܕ) of a manuscript.",4,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/489,https://bl.vuexistapps.us/manuscript/483,"Two vellum leaves, about 9 in. by 6 1/8, much soiled and torn, written in a good, regular, apparently Nestorian hand of the ixth cent., with from 32 to 34 lines in each page.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/490,https://bl.vuexistapps.us/manuscript/483,"Five vellum leaves, about 10 1/4 in. by 6 ½, the second and third of which are much torn (Add. 14,668, foll. 32—36.). Each page is divided into two columns, of from 27 to 29 lines. The writing is a fine, regular Estrangělā, of the vith cent.",,#N/A,#N/A,5,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/491,https://bl.vuexistapps.us/manuscript/483,"Three vellum leaves, about 10 in. by 6 5/8, the first of which is much stained and torn. Each page is divided into two columns of from 38 to 41 lines. The writing is neat and regular, of the ixth or xth cent.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/492,https://bl.vuexistapps.us/manuscript/483,"Four vellum leaves, about 9 7/8 in. by 6 7/8, all more or less soiled and torn (Add. 14,668, foll. 40—43). Each page is divided into two columns, of from 27 to 32 lines. They are written in a good, regular hand; dated a. Gr. 1177, a.d. 866.",,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/493,https://bl.vuexistapps.us/manuscript/483,"A vellum leaf, 10 1/2 in. in length, much mutilated. The writing is good and regular, in two columns of from 29 to 31 lines, of the ixth cent.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/494,https://bl.vuexistapps.us/manuscript/483,"A vellum leaf, 9 7/8 in. by 7, slightly torn. The writing is good and regular, of the viiith or ixth cent., in double columns of 29 lines. It is the last leaf of a volume.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/483.xml,http://syriaca.org/manuscript/495,https://bl.vuexistapps.us/manuscript/483,"A vellum leaf, mutilated at the top. The writing, in double columns of about 37 lines, is small and regular. It is dated A. Gr. 1199, A.D. 888, and was the last leaf of a manuscript, of which the contents are stated in the subscription.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/33.xml,http://syriaca.org/manuscript/33,https://bl.vuexistapps.us/manuscript/33,"Vellum, about 12 1/8 in. by 9 3/8, consisting of 128 leaves, some of which are much mutilated, especially foll. 1—3 and 128. The quires, signed with letters, were originally 16 in number, but several leaves of ܐ and ܒ , and the whole of ܓ and ܕ are now lost. Each page is divided into two columns, of from 28 to 37 lines.",,128 leaves,128,128,done,Kurt Urban,FALSE,
/data/tei/334.xml,http://syriaca.org/manuscript/1574,https://bl.vuexistapps.us/manuscript/334,"Vellum leaves, about 10 in. by 6 5/8, much stained and torn. These leaves are fly-leaves of Add. 14,598 . As such, fol. 3 has been numbered with the Coptic arithmetical figure ⲁ .",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/334.xml,http://syriaca.org/manuscript/1575,https://bl.vuexistapps.us/manuscript/334,"Vellum, about 10 in. by 6 5/8, consisting of 152 leaves, or 16 quires, the last of which is imperfect (foll. 1—152). The quires are signed with letters, and the leaves have been numbered with Coptic arithmetical figures from ⲁ ( fol. 3 ) to ⲣⲛ ( fol. 152 ). Each page is divided into two columns, of from 31 to 33 lines.",152,152 leaves,152,152,done,Kurt Urban,TRUE,
/data/tei/334.xml,http://syriaca.org/manuscript/1576,https://bl.vuexistapps.us/manuscript/334,"Vellum, about 10 in. by 6 5/8, consisting originally of at least 24 quires (foll. 153—348), at first numbered from ܝܕ to ܝܘ , and then from ܐ to ܝܛ , but afterwards, consecutively, from ܒ to ܟܓ . Leaves are wanting after foll. 246, 283, 284, 285, 347, and 348. Each page is divided into two columns, of from 28 to 31 lines.",196,#N/A,#N/A,196,done,Kurt Urban,#N/A,
/data/tei/1074.xml,http://syriaca.org/manuscript/1075,https://bl.vuexistapps.us/manuscript/1074,"Eight paper leaves, about 6 in. by 4 5/8, several of which are torn. There are from 17 to 20 lines in each page.",8,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/1074.xml,http://syriaca.org/manuscript/1076,https://bl.vuexistapps.us/manuscript/1074,"Paper, about 6 7/8 in. by 5 1/8, consisting of 58 leaves (Add. 17,261, foll. 9—66), some of which are much soiled and torn, especially foll. 25, 26, 33, 34, 41, 48, 52, and 61—63. The quires are signed with letters, but many of them have been lost, and others are im¬perfect. At present the manuscript is defective at the beginning, and there are lacunae after foll. 16, 24, 34, 40, 48, 52, and 58. The number of lines in cach page varies from 12 to 19.",58,58 leaves,58,58,done,Kurt Urban,TRUE,
/data/tei/1074.xml,http://syriaca.org/manuscript/1077,https://bl.vuexistapps.us/manuscript/1074,"Paper, about 7 1/4 in. by 5 1/4, consisting of 74 leaves (Add. 17,261, foll. 67—140), some of which are much stained and slightly torn, especially foll. 69—72, 78, 80—83, and 140. The quires are without signatures, and the number of lines in each page varies from 16 to 20. This manuscript is imperfect at the beginning and elsewhere.",74,74 leaves,74,74,done,Kurt Urban,TRUE,
/data/tei/264.xml,http://syriaca.org/manuscript/264,https://bl.vuexistapps.us/manuscript/264,"Vellum, about 7 3/4 in. by 5, consisting of 85 leaves, the last of which is much torn. The quires, signed with letters, are now 9 in number, but at least one quire is wanting both at the beginning and the end. There are from 24 to 30 lines in each page.",85,85 leaves,85,85,done,Kurt Urban,TRUE,
/data/tei/1048.xml,http://syriaca.org/manuscript/1048,https://bl.vuexistapps.us/manuscript/1048,"Paper, about 5 3/4 in. by 3 7/8, consisting of 201 leaves, some of which are much stained and slightly torn, especially foll. 27, 141, 142, 187—189, and 194—201. The quires seem to have been 21 in number; but the first two and the last are now lost. Those that remain are signed with letters from ܓ to ܝܕ , and from ܝܕ to ܝܛ . Leaves are wanting after foll. 6, 16, 27, 75, 86, 97, and 129. The number of lines in each page varies from 13 to 20.",,201 leaves,201,201,done,Kurt Urban,FALSE,
/data/tei/1033.xml,http://syriaca.org/manuscript/1033,https://bl.vuexistapps.us/manuscript/1033,"Paper, about 9 7/8 in. by 7 1/4, consisting of 138 leaves, many of which are much stained and torn, especially foll. 1—4, 13— 21, and 119—138. The quires, signed with letters, were probably 18 or 19 in number, but only ܝܕ ـــ ܘ are now complete. Leaves are wanting at the beginning and end, as well as after foll. 2, 14, 18, 20, 126, 127, 128, and 132. There are 15 lines in each page.",,138 leaves,138,138,done,Kurt Urban,FALSE,
/data/tei/739.xml,http://syriaca.org/manuscript/1522,https://bl.vuexistapps.us/manuscript/739,"Vellum, about 9 in. by 5 1/2. This folio does not belong to this volume, but has been taken from another manuscript to form part of the binding.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/739.xml,http://syriaca.org/manuscript/1523,https://bl.vuexistapps.us/manuscript/739,"Vellum, about 9 in. by 5 1/2, consisting of 75 leaves, many of which are much stained and slightly torn, especially foll. 1, 2, 15, 23, 31, 41, 50, and 77. The quires are eight in number, the last being imperfect. What the original signatures were, can no longer be discovered. The number of lines in each page varies from 27 to 31.",,75 leaves,75,75,done,Kurt Urban,FALSE,
/data/tei/739.xml,http://syriaca.org/manuscript/1524,https://bl.vuexistapps.us/manuscript/739,"Vellum, about 9 in. by 5 1/2. The number of lines in each page varies from 27 to 31.",,#N/A,#N/A,4,done,Kurt Urban,#N/A,"Descriptions and item lists do not include any numbers or folio ranges to go off of for these two subsections. I can gather from the main description that leaves 73-76 are something different, but it is unclear where that may apply here."
/data/tei/739.xml,http://syriaca.org/manuscript/1525,https://bl.vuexistapps.us/manuscript/739,"Vellum, about 9 in. by 5 1/2.",,#N/A,#N/A,5,done,Kurt Urban,#N/A,
