creators,date,title,sandbox_URI,searchURL_CreatorDate,searchURL_Title,CBSS_URI,notes,status,assignee
"Leroy, ",1967,"Un témoignage inédit sur l’état du monastère des Syriens au Wadi ’n Natrûn au début du XVI<hi rend=""sup"">ème</hi>siècle",http://zotero.org/groups/5027921/items/ALGN8XAX,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Leroy%201967/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Un%20t%C3%A9moignage%20in%C3%A9dit%20sur%20l%E2%80%99%C3%A9tat%20du%20monast%C3%A8re%20des%20Syriens%20au%20Wadi%20%E2%80%99n%20Natr%C3%BBn%20au%20d%C3%A9but%20du%20XVI%3Chi%20rend%3D%22sup%22%3E%C3%A8me%3C%2Fhi%3Esi%C3%A8cle/titleCreatorYear,,,to do,
"Lieu, ",2004,Manichaean Terms in Syriac: Some Observations on Their Transmission and Transformation,http://zotero.org/groups/5027921/items/VHH44QA2,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Lieu%202004/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Manichaean%20Terms%20in%20Syriac%3A%20Some%20Observations%20on%20Their%20Transmission%20and%20Transformation/titleCreatorYear,,,to do,
"Locke Estes, ",2016,"The Apocalypse of Pseudo-Ezra: Syriac Edition, English Translation, and Introduction",http://zotero.org/groups/5027921/items/LDG5FYS3,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Locke%20Estes%202016/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Apocalypse%20of%20Pseudo-Ezra%3A%20Syriac%20Edition%2C%20English%20Translation%2C%20and%20Introduction/titleCreatorYear,,,to do,
"Lourié, Miltenova (ed.), Timotin (ed.), Cioat ă (ed.)",2021,A Monothelete Syriac Compilation of Pseudo-Apostolic Acts Preserved only in Slavonic and the Entrance of Constans II into Rome in 663,http://zotero.org/groups/5027921/items/CGBZBJVU,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Louri%C3%A9%20Miltenova%20Timotin%20Cioat%20%C4%83%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/A%20Monothelete%20Syriac%20Compilation%20of%20Pseudo-Apostolic%20Acts%20Preserved%20only%20in%20Slavonic%20and%20the%20Entrance%20of%20Constans%20II%20into%20Rome%20in%20663/titleCreatorYear,,,to do,
"Macler, ",1902,"Histoire de saint Azazaïl: texte syriaque inédit avec introduction et traduction française, précédée des Actes grecs de saint Pancrace, publiés pour la première fois",http://zotero.org/groups/5027921/items/837FWXXV,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Macler%201902/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Histoire%20de%20saint%20Azaza%C3%AFl%3A%20texte%20syriaque%20in%C3%A9dit%20avec%20introduction%20et%20traduction%20fran%C3%A7aise%2C%20pr%C3%A9c%C3%A9d%C3%A9e%20des%20Actes%20grecs%20de%20saint%20Pancrace%2C%20publi%C3%A9s%20pour%20la%20premi%C3%A8re%20fois/titleCreatorYear,,,to do,
"Macuch, ",2014,"The Case against Mār Abā,the Catholicos,inthe Lightof Sasanian Law",http://zotero.org/groups/5027921/items/WQLRAJKM,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Macuch%202014/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Case%20against%20M%C4%81r%20Ab%C4%81%2Cthe%20Catholicos%2Cinthe%20Lightof%20Sasanian%20Law/titleCreatorYear,,,to do,
"Malick, ",2009,Modern Assyrian Hymns: The Introduction of the Vernacular in the Liturgical Services of the Church of the East,http://zotero.org/groups/5027921/items/48SN5HSL,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Malick%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Modern%20Assyrian%20Hymns%3A%20The%20Introduction%20of%20the%20Vernacular%20in%20the%20Liturgical%20Services%20of%20the%20Church%20of%20the%20East/titleCreatorYear,,,to do,
"Mar Ignatius Jacoub
                            III, Wiessner (ed.)",1973,The Syrian Orthodox Church,http://zotero.org/groups/5027921/items/IFWJ6JLI,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mar%20Ignatius%20Jacoub%20III%20Wiessner%201973/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Syrian%20Orthodox%20Church/titleCreatorYear,,,to do,
"Mar Ignatius Jacoub
                            III, ",2008,History of the Monastery of Saint Matthew in Mosul,http://zotero.org/groups/5027921/items/EFI8B8B7,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mar%20Ignatius%20Jacoub%20III%202008/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/History%20of%20the%20Monastery%20of%20Saint%20Matthew%20in%20Mosul/titleCreatorYear,,,to do,
"Matti, ",2012,Body-Part Idioms in Syriac: A Pragmatic Study,http://zotero.org/groups/5027921/items/FYNZDGJ7,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Matti%202012/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Body-Part%20Idioms%20in%20Syriac%3A%20A%20Pragmatic%20Study/titleCreatorYear,,,to do,
"McDonough, ",2008,A Second Constantine? The Sasanian King Yazdgard in Christian History and Historiography,http://zotero.org/groups/5027921/items/ZIIZR6IW,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/McDonough%202008/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/A%20Second%20Constantine%3F%20The%20Sasanian%20King%20Yazdgard%20in%20Christian%20History%20and%20Historiography/titleCreatorYear,,,to do,
"McVey, ",1977,"The Memra on the Life of Severus of Antioch, composed by George, Bishop of the Arab Tribes: A Critical Edition of the Syriac Text, English Translation, and Literary and Historical Commentary",http://zotero.org/groups/5027921/items/M4T69ICK,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/McVey%201977/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Memra%20on%20the%20Life%20of%20Severus%20of%20Antioch%2C%20composed%20by%20George%2C%20Bishop%20of%20the%20Arab%20Tribes%3A%20A%20Critical%20Edition%20of%20the%20Syriac%20Text%2C%20English%20Translation%2C%20and%20Literary%20and%20Historical%20Commentary/titleCreatorYear,,,to do,
"McVey, ",1993,The Sogitha on the Church of Edessa in the Context of Other Early Greek and Syriac Hymns for the Consecration of Church Buildings,http://zotero.org/groups/5027921/items/LHJPAVW5,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/McVey%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Sogitha%20on%20the%20Church%20of%20Edessa%20in%20the%20Context%20of%20Other%20Early%20Greek%20and%20Syriac%20Hymns%20for%20the%20Consecration%20of%20Church%20Buildings/titleCreatorYear,,,to do,
"Meinardus, ",1967,The Nestorians in Egypt. A Note on the Nestorians in Jerusalem,http://zotero.org/groups/5027921/items/DG898AET,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Meinardus%201967/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Nestorians%20in%20Egypt.%20A%20Note%20on%20the%20Nestorians%20in%20Jerusalem/titleCreatorYear,,,to do,
"Mengozzi, ",2009,Religious Poetry from Alqosh and Telkepe (North Iraq): Contacts between Sureth-Speaking Communities and Europe in the 19th Century,http://zotero.org/groups/5027921/items/NRBTHGA6,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mengozzi%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Religious%20Poetry%20from%20Alqosh%20and%20Telkepe%20%28North%20Iraq%29%3A%20Contacts%20between%20Sureth-Speaking%20Communities%20and%20Europe%20in%20the%2019th%20Century/titleCreatorYear,,,to do,
"Mengozzi, ",2012,The Contribution of Early Christian Vernacular Poetry from Northern Iraq to Neo-Aramaic Dialectology: Preliminary Remarks on the Verbal System,http://zotero.org/groups/5027921/items/3A2KVQPH,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mengozzi%202012/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Contribution%20of%20Early%20Christian%20Vernacular%20Poetry%20from%20Northern%20Iraq%20to%20Neo-Aramaic%20Dialectology%3A%20Preliminary%20Remarks%20on%20the%20Verbal%20System/titleCreatorYear,,,to do,
"Menze, Winter (ed.)",2008,"Johannes von Ephesus und Kaiser Justinian. Ein Missionar, sein Patron und eine Heidenmission im Kleinasien des 6. Jahrhunderts",http://zotero.org/groups/5027921/items/EPL3ZGE4,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Menze%20Winter%202008/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Johannes%20von%20Ephesus%20und%20Kaiser%20Justinian.%20Ein%20Missionar%2C%20sein%20Patron%20und%20eine%20Heidenmission%20im%20Kleinasien%20des%206.%20Jahrhunderts/titleCreatorYear,,,to do,
"Merras, Dykstra (ed.)",2015,Early Syriac Evidence on the Chosen People and the Promised Land,http://zotero.org/groups/5027921/items/TIGB68DD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Merras%20Dykstra%202015/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Early%20Syriac%20Evidence%20on%20the%20Chosen%20People%20and%20the%20Promised%20Land/titleCreatorYear,,,to do,
"Metzger, ",1985,"Les Constitutions apostoliques, I–III",http://zotero.org/groups/5027921/items/628VGRG2,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Metzger%201985/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Les%20Constitutions%20apostoliques%2C%20I%E2%80%93III/titleCreatorYear,,,to do,
"Mikropandremenou, ",2020,"Christological Reflections between Babai’s Hymn<hi rend=""italics"">Blessed Is the Compassionate …</hi>and<hi rend=""italics"">Only-Begotten Son</hi>from Byzantine Liturgical Tradition",http://zotero.org/groups/5027921/items/LBJWUX99,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mikropandremenou%202020/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Christological%20Reflections%20between%20Babai%E2%80%99s%20Hymn%3Chi%20rend%3D%22italics%22%3EBlessed%20Is%20the%20Compassionate%20%E2%80%A6%3C%2Fhi%3Eand%3Chi%20rend%3D%22italics%22%3EOnly-Begotten%20Son%3C%2Fhi%3Efrom%20Byzantine%20Liturgical%20Tradition/titleCreatorYear,,,to do,
"Miller, ",1993,"George, Bishop of the Arab Tribes, on True Philosophy",http://zotero.org/groups/5027921/items/YYQA9S6F,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Miller%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/George%2C%20Bishop%20of%20the%20Arab%20Tribes%2C%20on%20True%20Philosophy/titleCreatorYear,,,to do,
"Mingana, ",1905,Narsai doctoris syri homiliae et carmina,http://zotero.org/groups/5027921/items/J9BK9LB9,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mingana%201905/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Narsai%20doctoris%20syri%20homiliae%20et%20carmina/titleCreatorYear,,,to do,
"Minov, ",2010,The Story of Solomon’s Palace at Heliopolis,http://zotero.org/groups/5027921/items/VFGV26Z9,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202010/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Story%20of%20Solomon%E2%80%99s%20Palace%20at%20Heliopolis/titleCreatorYear,,,to do,
"Minov, Orlov (ed.), Arbel (ed.)",2010,“Serpentine” Eve in Syriac Christian Literature of Late Antiquity,http://zotero.org/groups/5027921/items/T99E48YP,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20Orlov%20Arbel%202010/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%E2%80%9CSerpentine%E2%80%9D%20Eve%20in%20Syriac%20Christian%20Literature%20of%20Late%20Antiquity/titleCreatorYear,,,to do,
"Minov, Bitton-Ashkelony (ed.), Perrone (ed.)",2013,"The<hi rend=""italics"">Cave of Treasures</hi>and the Formation of Syriac Christian Identity in Late Antique Mesopotamia: Between Tradition and Innovation",http://zotero.org/groups/5027921/items/PYXWI5EN,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20Bitton-Ashkelony%20Perrone%202013/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%3Chi%20rend%3D%22italics%22%3ECave%20of%20Treasures%3C%2Fhi%3Eand%20the%20Formation%20of%20Syriac%20Christian%20Identity%20in%20Late%20Antique%20Mesopotamia%3A%20Between%20Tradition%20and%20Innovation/titleCreatorYear,,,to do,
"Minov, Newman (ed.), Kister (ed.), Segal (ed.), Clements (ed.)",2015,Satan’s Refusal to Worship Adam: A Jewish Motif and Its Reception in Syriac Christian Tradition,http://zotero.org/groups/5027921/items/3ZRPCGJI,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20Newman%20Kister%20Segal%20Clements%202015/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Satan%E2%80%99s%20Refusal%20to%20Worship%20Adam%3A%20A%20Jewish%20Motif%20and%20Its%20Reception%20in%20Syriac%20Christian%20Tradition/titleCreatorYear,,,to do,
"Minov, ",2016,"Reception of the Greek<hi rend=""italics"">Story of Melchizedek</hi>in Syriac Christian Tradition",http://zotero.org/groups/5027921/items/QIGJV389,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202016/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Reception%20of%20the%20Greek%3Chi%20rend%3D%22italics%22%3EStory%20of%20Melchizedek%3C%2Fhi%3Ein%20Syriac%20Christian%20Tradition/titleCreatorYear,,,to do,
"Minov, DiTommaso (ed.), Henze (ed.), Adler (ed.)",2018,Bar Sarōšway on Melchizedek: Reception ofExtra-BiblicalMaterial in the East-SyrianTradition ofScripturalExegesis,http://zotero.org/groups/5027921/items/GWMXA4VQ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20DiTommaso%20Henze%20Adler%202018/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Bar%20Sar%C5%8D%C5%A1way%20on%20Melchizedek%3A%20Reception%20ofExtra-BiblicalMaterial%20in%20the%20East-SyrianTradition%20ofScripturalExegesis/titleCreatorYear,,,to do,
"Minov, ",2019,Food and Social Boundaries in Late Antique Syria-Mesopotamia: Syriac Christians and Jewish Dietary Laws and Alimentary Practices,http://zotero.org/groups/5027921/items/XMFB3F7J,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202019/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Food%20and%20Social%20Boundaries%20in%20Late%20Antique%20Syria-Mesopotamia%3A%20Syriac%20Christians%20and%20Jewish%20Dietary%20Laws%20and%20Alimentary%20Practices/titleCreatorYear,,,to do,
"Minov, ",2020,"Friday Veneration among Syriac Christians: The Witness of the<hi rend=""italics"">Story of the Holy Friday</hi>",http://zotero.org/groups/5027921/items/R2HDTGLU,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202020/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Friday%20Veneration%20among%20Syriac%20Christians%3A%20The%20Witness%20of%20the%3Chi%20rend%3D%22italics%22%3EStory%20of%20the%20Holy%20Friday%3C%2Fhi%3E/titleCreatorYear,,,to do,
"Minov, ",2021,"Memory and Identity in the Syriac<hi rend=""italics"">Cave of Treasures</hi>: Rewriting the Bible in Sasanian Iran",http://zotero.org/groups/5027921/items/GCJE3JDP,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Memory%20and%20Identity%20in%20the%20Syriac%3Chi%20rend%3D%22italics%22%3ECave%20of%20Treasures%3C%2Fhi%3E%3A%20Rewriting%20the%20Bible%20in%20Sasanian%20Iran/titleCreatorYear,,,to do,
"Minov, ",2021,"The<hi rend=""italics"">Marvels Found in the Great Cities and in the Seas and on the Islands</hi>: A Representative of<hi rend=""italics"">‘Aǧā’ib</hi>Literaturein Syriac",http://zotero.org/groups/5027921/items/CLUEXUT3,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%3Chi%20rend%3D%22italics%22%3EMarvels%20Found%20in%20the%20Great%20Cities%20and%20in%20the%20Seas%20and%20on%20the%20Islands%3C%2Fhi%3E%3A%20A%20Representative%20of%3Chi%20rend%3D%22italics%22%3E%E2%80%98A%C7%A7%C4%81%E2%80%99ib%3C%2Fhi%3ELiteraturein%20Syriac/titleCreatorYear,,,to do,
"Minov, Ruani (ed.), Minov (ed.)",2021,"The Syriac<hi rend=""italics"">Life of Mār Yāret the Alexandrian</hi>:Promoting the Cult of a Monastic Holy Man inEarly Medieval Mesopotamia",http://zotero.org/groups/5027921/items/GL7TZHJ8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20Ruani%20Minov%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Syriac%3Chi%20rend%3D%22italics%22%3ELife%20of%20M%C4%81r%20Y%C4%81ret%20the%20Alexandrian%3C%2Fhi%3E%3APromoting%20the%20Cult%20of%20a%20Monastic%20Holy%20Man%20inEarly%20Medieval%20Mesopotamia/titleCreatorYear,,,to do,
"Minov, Dorfmann-Lazarev (ed.)",2021,"<hi rend=""italics"">Translatio corporis Adae</hi>: Trajectories of a Parabiblical Tradition",http://zotero.org/groups/5027921/items/TYB7EU8K,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%20Dorfmann-Lazarev%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%3Chi%20rend%3D%22italics%22%3ETranslatio%20corporis%20Adae%3C%2Fhi%3E%3A%20Trajectories%20of%20a%20Parabiblical%20Tradition/titleCreatorYear,,,to do,
"Minov, ",2021,"Christians, Jews, and Muslims in the Syriac<hi rend=""italics"">Story of the Mystery Hidden in the Eucharistic Offering</hi>",http://zotero.org/groups/5027921/items/2V938DT8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Minov%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Christians%2C%20Jews%2C%20and%20Muslims%20in%20the%20Syriac%3Chi%20rend%3D%22italics%22%3EStory%20of%20the%20Mystery%20Hidden%20in%20the%20Eucharistic%20Offering%3C%2Fhi%3E/titleCreatorYear,,,to do,
"Ruani, Minov, ",2021,Syriac Hagiography: Texts and Beyond,http://zotero.org/groups/5027921/items/NNGPRQGF,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Ruani%20Minov%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Hagiography%3A%20Texts%20and%20Beyond/titleCreatorYear,,,to do,
"Ruani, Minov, Eidem (ed.)",2021,Introduction,http://zotero.org/groups/5027921/items/X762X639,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Ruani%20Minov%20Eidem%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Introduction/titleCreatorYear,,,to do,
"Moberg, ",1928,On Some Syriac Fragments of the Book of Timotheos Ailuros against the Synod of Chalcedon,http://zotero.org/groups/5027921/items/CEZTPMBL,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Moberg%201928/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/On%20Some%20Syriac%20Fragments%20of%20the%20Book%20of%20Timotheos%20Ailuros%20against%20the%20Synod%20of%20Chalcedon/titleCreatorYear,,,to do,
"Moberg, ",1930,Über einige christliche Legenden in der islamischen Tradition,http://zotero.org/groups/5027921/items/9STETNVB,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Moberg%201930/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%C3%9Cber%20einige%20christliche%20Legenden%20in%20der%20islamischen%20Tradition/titleCreatorYear,,,to do,
"Moriggi, ",2012,Between Late Aramaic and Neo-Aramaic: Reflections on Some Phenomena in Aramaic of Late Antiquity,http://zotero.org/groups/5027921/items/T73CUJ99,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Moriggi%202012/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Between%20Late%20Aramaic%20and%20Neo-Aramaic%3A%20Reflections%20on%20Some%20Phenomena%20in%20Aramaic%20of%20Late%20Antiquity/titleCreatorYear,,,to do,
"Moritz, Sachau (ed.)",1898,Syrische Inschriften aus Syrien und Mesopotamien,http://zotero.org/groups/5027921/items/6CCFA8HL,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Moritz%20Sachau%201898/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syrische%20Inschriften%20aus%20Syrien%20und%20Mesopotamien/titleCreatorYear,,,to do,
"Morony, ",1991,The Aramaean Population in the Economic Life of Early Islamic Iraq,http://zotero.org/groups/5027921/items/WZWZN39I,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Morony%201991/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Aramaean%20Population%20in%20the%20Economic%20Life%20of%20Early%20Islamic%20Iraq/titleCreatorYear,,,to do,
"Moss, ",1930,"Amphilochius of Iconium on John 14, 28: “The Father Who Sent Me, Is Greater Than I”",http://zotero.org/groups/5027921/items/GFLPTFXY,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Moss%201930/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Amphilochius%20of%20Iconium%20on%20John%2014%2C%2028%3A%20%E2%80%9CThe%20Father%20Who%20Sent%20Me%2C%20Is%20Greater%20Than%20I%E2%80%9D/titleCreatorYear,,,to do,
"Mounayer, ",1963,Les synodes syriens jacobites,http://zotero.org/groups/5027921/items/P4V7UAEM,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mounayer%201963/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Les%20synodes%20syriens%20jacobites/titleCreatorYear,,,to do,
"Muehlberger, Radde-Gallwitz (ed.)",2017,"Narsai,<hi rend=""italics"">On the Symbols of the Church and on Baptism</hi>",http://zotero.org/groups/5027921/items/TIWFAAQ8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Muehlberger%20Radde-Gallwitz%202017/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Narsai%2C%3Chi%20rend%3D%22italics%22%3EOn%20the%20Symbols%20of%20the%20Church%20and%20on%20Baptism%3C%2Fhi%3E/titleCreatorYear,,,to do,
"Müller-Kessler, ",2016,"Edessa, Hatra, and Palmyra: A Florilegium of Inscriptions from the Fertile Crescent",http://zotero.org/groups/5027921/items/VHX9DH72,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/M%C3%BCller-Kessler%202016/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Edessa%2C%20Hatra%2C%20and%20Palmyra%3A%20A%20Florilegium%20of%20Inscriptions%20from%20the%20Fertile%20Crescent/titleCreatorYear,,,to do,
"Müller-Kessler, ",2020,"Jacob of Serugh’s Homily on the Presentation in the Temple in an Early Syriac Palimpsest (BL, Add 17.137, No. 2)",http://zotero.org/groups/5027921/items/BTN2FWS2,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/M%C3%BCller-Kessler%202020/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Jacob%20of%20Serugh%E2%80%99s%20Homily%20on%20the%20Presentation%20in%20the%20Temple%20in%20an%20Early%20Syriac%20Palimpsest%20%28BL%2C%20Add%2017.137%2C%20No.%202%29/titleCreatorYear,,,to do,
"Mundell Mango, ",1982,Deux églises de Mésopotamie du Nord: Ambar et Mar Abraham de Kashkar,http://zotero.org/groups/5027921/items/QGIFXHWM,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Mundell%20Mango%201982/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Deux%20%C3%A9glises%20de%20M%C3%A9sopotamie%20du%20Nord%3A%20Ambar%20et%20Mar%20Abraham%20de%20Kashkar/titleCreatorYear,,,to do,
"Murray, Ciggaar (ed.), van Aalst (ed.)",2018,"Franks and Eastern Christians in the Principality of Antioch, 1099-1187: Ethnicity and Identity",http://zotero.org/groups/5027921/items/E34LZ3LD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Murray%20Ciggaar%20van%20Aalst%202018/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Franks%20and%20Eastern%20Christians%20in%20the%20Principality%20of%20Antioch%2C%201099-1187%3A%20Ethnicity%20and%20Identity/titleCreatorYear,,,to do,
"Murre-van den Berg, Thomas (ed.), Chesworth (ed.)",2021,"Syriac Literature and Muslim-Christian Relations under the Ottomans, 16th–19th Centuries",http://zotero.org/groups/5027921/items/UGPGYTIE,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Murre-van%20den%20Berg%20Thomas%20Chesworth%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Literature%20and%20Muslim-Christian%20Relations%20under%20the%20Ottomans%2C%2016th%E2%80%9319th%20Centuries/titleCreatorYear,,,to do,
