syriacaBiblUri,syriacaZoteroUri,syriacaCmosFormattedCitation,cbscZoteroUri,syriaca_year,cbsc_year,syriaca_authors-editors,cbsc_authors-editors,syriaca_title,cbsc_title,match-type,correctedCBSCMatch,notes,checkedBy,status,hasPossibleMatch,potentialMatchNumber
http://syriaca.org/bibl/373,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Matay, Dayro d-Mor",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2301,https://zotero.org/groups/392292/items/8RPEXQV7,,http://zotero.org/groups/4861694/items/T6AD6JXI,1967,1967,"Fiey,","Fiey,",Auteur et date de la Chronique d’Arbèles,Auteur et date de la Chronique d’Arbèles,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1059,,,http://zotero.org/groups/4861694/items/MMJB7HZZ,1978,1978,"Alexander,","Alexander,","The medieval legend of the last Roman Emperor and its messianic
        origins","The Medieval Legend of the Last Roman Emperor and its Messianic
        Origin","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/538,,,,2011,,"Taylor, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Syriac Lexicography,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1114,,,http://zotero.org/groups/4861694/items/FYVMV2FK,1902,1902,"Nestle,","Nestle,",Ein syrisches Bruchstück aus dem Protevangelium Jacobi,Ein syrisches Bruchstück aus dem Protevangelium Jacobi,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2297,https://zotero.org/groups/392292/items/2QZ7QQS3,,http://zotero.org/groups/4861694/items/V6FZK9ME,1907,1907,"Ram,","Ram,",Qissat Măr Ĕlĭă. Die Legende vom Hl. Elias.,"Qissat Mâr Êlîiâ (die Legende vom hl. Elias) als Beitrag zur Kenntnis der
        arabischen Vulgär-Dialekte Mesopotamiens, nach fol.1–18a Kod. Sachau 15 Kgl. Biblioth.
        Berlin","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/705,,,,1973,,"Vööbus, Vööbus, ",,"Handschriftliche Überlieferung der Mēmrē-Dichtung
                     des Ja'qōb von Serūg | Sammlungen: die Handschriften",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/771,,,,1880,,"Lipisius, ",,"Die edessenische Abgar-Sage kritisch
                     untersucht",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1826,https://zotero.org/groups/392292/items/665T6N9T,,,1896,,", Feldmann (ed.)",,"Syrische Wechsellieder von Narses, ein Beitrag zur altchristlichen syrischen
Hymnologie nach einer Handschrift der königlichen Bibliothek in Berlin, herausgegeben, übersetzt und
bearbeitet von Franz Feldmann",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2192,,,http://zotero.org/groups/4861694/items/WCB2C4JN,2015,2015,", Hoyland (ed.)","Taylor, Hoyland (ed.)","The Syriac Baptism of St John: A Christian Ritual of Protection for Muslim
        Children","The Syriac Baptism of St John: A Christian Ritual of Protection for Muslim
        Children","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/431,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Payne Smith (Mrs. Margoliouth), Jessie",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1200,,,http://zotero.org/groups/4861694/items/XNH32CJ7,1892,1892,"Plaine,","Plaine,","La Vie syriaque de saint Alexis et l’authenticité substantielle de sa Vie
        latine","La vie syriaque de saint Alexis et l’authenticité substantielle de sa vie
        latine","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2000,https://zotero.org/groups/392292/items/ANSKGVRT,,http://zotero.org/groups/4861694/items/TAKEE6XF,1895,1895,"Ryssel,","Ryssel,","Syrische Quellen abendländischer Erzählungsstoffe: III. Der Pariser Text der
        Siebenschläferlegende","Syrische Quellen abendländischer Erzählungsstoffe: III. Der Pariser Text der
        Siebenschläferlegende","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/481,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Sargis the Stylite,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/160,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Daniel bar Maryam,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1872,https://zotero.org/groups/392292/items/9M5BMRN5,,,1919,,", Nau (ed.)",,"Documents pour servir à l'histoire de l'Èglise nestorienne: textes
syriaques",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2434,https://zotero.org/groups/392292/items/PB9ZUEWR,,,1996,,", Kiraz (ed.)",,Matthew,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/341,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Loʿozar bar Sobtho,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2094,https://zotero.org/groups/392292/items/F3M9RGCJ,,,1978,,", Draguet (ed.)",,"Les formes syriaques de la matière de l’Histoire lausiaque, I. Les manuscrits.
Édition des pièces liminaires et des ch. 1-19",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/QVIUC5ZC,https://zotero.org/groups/392292/items/QVIUC5ZC,,,1987,,"Ibn Baṭṭūta, ",,Riḥlat Ibn Baṭṭūta. Tuḥfat al-nuẓẓār fī gharāʾib al-amṣār wa-ʿajāʾib al-asfār,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2303,https://zotero.org/groups/392292/items/AH4C5RJP,,,1928,,"Ebersolt, ",,Orient et occident: recherches sur les influences byzantines et orientales en France avant les croisades,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1771,https://zotero.org/groups/392292/items/5H76UH6Q,,http://zotero.org/groups/4861694/items/NCBURQAF,1897,1897,"Bevan,","Bevan,","The hymn of the soul, contained in the Syriac Acts of St.
        Thomas","The Hymn of the Soul, Contained in the Syriac Acts of St Thomas","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1717,https://zotero.org/groups/392292/items/X9R84DIS,,,1904,,", Budge (ed.)",,"The Book of Paradise: Being the Histories and Sayings of the Monks and Ascetics of
the Egyptian Desert",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1321,https://zotero.org/groups/392292/items/7TBQRCWQ,,,1877,,"Benni, ",,"Kalindār al-sana li-abrašīyat al-Mawṣil al-suryānīya (Calendrium ad
                usum dioceseos Mausiliensis syrorum)",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2148,,,http://zotero.org/groups/4861694/items/B9ID7NKG,2009,2009,"Jullien,","Jullien,","Xvadāhōy de Bēth-Ḥālé: un développement du monachisme réformé à
        Ḥīra?",Xvadāhōy de Bēth-Ḥālé: un développement du monachisme réformé à Ḥīra?,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/672,,,,1971,,"Jones, Jones, Martindale, Martindale, Morris, Morris, ",,A.D. 260-395 | The Prosopography of the Later Roman Empire,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1366,https://zotero.org/groups/392292/items/IHTI6AH6,,,1897,,"Scher, ",,La vie de Mar Benjamin,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1653,,,,1973,,", Гварамия/غواراميا (ed.)",,"Арабско-грузинские версии повести Аммония ""Убиение св. отцов в Синае и Раифе"" | قصة عن الاباء القديسين الذين قتلوا بطور سينا وفي راية لامونيوس الراهب",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1119,,,http://zotero.org/groups/4861694/items/CFC8BUNY,1914,1914,"Nau,","Nau,","Sur la fête de la Croix. Analyse d’une homélie de Moyse bar Cépha et du ms.
        grec 1586 de Paris","Sur la fête de la croix. Analyse d’une homélie de Moyse bar Cépha et du ms. grec
        1586 de Paris","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1781,https://zotero.org/groups/392292/items/A5JNEAWR,,http://zotero.org/groups/4861694/items/XECZV93W,1916,1916,"Allegeier,","Allgeier,",Die älteste gestalt der Siebenschläferlegende,Die älteste Gestalt der Siebenschläferlegende,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2489,https://zotero.org/groups/392292/items/C8TKIE59,,http://zotero.org/groups/4861694/items/GBDGBCZR,1988,1988,"Amar,","Amar,",The Syriac Vita tradition of Ephrem the Syrian,The Syriac “Vita” Tradition of Ephrem the Syrian,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1814,https://zotero.org/groups/392292/items/XURDEXQT,,http://zotero.org/groups/4861694/items/TU9M6X47,1990,1990,"Beyer,","Beyer,",Das syrische Perlenlied Ein Erlösungsmythos als Märchengedicht,Das syrische Perlenlied. Ein Erlösungsmythos als Märchengedicht,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/540,,,,2011,,"Salvesen, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Syro-Hexapla,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1904,https://zotero.org/groups/392292/items/9A45G842,,http://zotero.org/groups/4861694/items/XNACFAKP,1985,1985,"Sauget,","Sauget,",Le fragment de papyrus syriaque conservé à Florence,Le fragment de papyrus syriaque conservé à Florence,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/796,,,http://zotero.org/groups/4861694/items/RNE4JSCF,1992,1992,"Hunter,","Hunter,",Syriac Christianity in Central Asia,Syriac Christianity in Central Asia,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/476,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Salmān, Ḥanna",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/442,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Porphyry,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2182,,,http://zotero.org/groups/4861694/items/FEMXIANK,2013,2013,"Palmer, Luthe (ed.), Bruns (ed.)","Palmer, Luthe (ed.), Bruns (ed.)","The West-Syrian Monastic Founder Barṣawmo: A Historical Review of the Scholarly
        Literature","The West-Syrian Monastic Founder Barṣawmo: A Historical Review of the Scholarly
        Literature","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/417,,,,2011,,"Juckel, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Old Syriac Version,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1305,https://zotero.org/groups/392292/items/2PCKHMT2,,,1954,,"Gibb, Bearman, ",,The Encyclopaedia of Islam.,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2506,https://zotero.org/groups/392292/items/WNQC9VD4,,http://zotero.org/groups/4861694/items/BKTR52H9,1870,1870,"Sachau,","Sachau,","Inedita Syriaca. Eine Sammlung syrischer Übersetzungen von Schriften
        griechischer Profanliteratur. Mit einem Anhang. Aus den Handschriften des Britischen Museums
        herausgegeben","Inedita Syriaca: Eine Sammlung syrischer Übersetzungen von Schriften griechischer
        Profanliteratur, mit einem Anhang, aus den Handschriften des Brittischen Museums
        herausgegeben","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1006,,,http://zotero.org/groups/4861694/items/PQQXLEXZ,1938,1938,"Peeters,","Peeters,","La Date du martyre de S. Syméon archevêque de
        Séleucie-Ctésiphon","La date du martyre de S. Siméon, archevêque de Séleucie-Ctésiphon","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/532,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"al-Suryān, Dayr",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1986,https://zotero.org/groups/392292/items/TQQ2HHZJ,,,1979,,", Brooks (ed.), Hamilton (ed.)",,The Syriac chronicle known as that of Zachariah of Mitylene,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1932,https://zotero.org/groups/392292/items/EQNVBQZR,,,1902,,"Zetterstéen, ",,"Beiträge zur Kenntnis der religiösen Dichtung Balais: Nach den syrischen Hs. des
Brit. Museums, der Bibliotheque Nationale zu Paris u. der Königl. Bibliothek zu Berlin",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1811,https://zotero.org/groups/392292/items/WT4VB8VI,,,1910,,"Brière, Runciman, ",,La légende syriaque de Nestorius,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/879,,,,1924,,"Simon, ",,"Note sur l’original de la Passion de sainte
                     Fébronie",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2016,https://zotero.org/groups/392292/items/QE4XCT4D,,http://zotero.org/groups/4861694/items/8Y8UYLMB,1912,1912,"Babakhan,","Babakhan,","Essai du vulgarisation des homélies métriques de Jacques de Saroug, évêque de
        Batnan en Mésopotamie, 451–521","Essai du vulgarisation des homélies métriques de Jacques de Saroug, évêque de
        Batnan en Mésopotamie, 451–521","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1720,,,,1999,,"Reinink, Drijvers (ed.), Watt (ed.)",,Babai the Great’s Life of George and the Propagation of Doctrine in the Late Sasanian Empire,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/121,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Bostra,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/676,,,,,,"Jones, Martindale, Morris, ",,The Prosopography of the Later Roman Empire,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2152,,,http://zotero.org/groups/4861694/items/H8YAA9CV,1996,1996,"Williams,","Williams,",Zoroastrians and Christians in Sasanian Iran,Zoroastrians and Christians in Sasanian Iran,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1144,,,http://zotero.org/groups/4861694/items/ILLS7EIR,1973,1973,"Vööbus,","Vööbus,","The Discovery of New Important “Memre” of Giwargi, the Bishop of the
        Arabs","The Discovery of New Important “Memre” of Giwargi, the Bishop of the
        Arabs","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2261,https://zotero.org/groups/392292/items/X2HVCQCM,,,2012,,"Wolper, Cormack (ed.)",,"Khidr and the Politics of Place : creating landscapes of
                continuity",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2180,,,http://zotero.org/groups/4861694/items/D792VJFN,1991,1991,"Palmer,","Palmer,",The History of the Syrian Orthodox in Jerusalem',The History of the Syrian Orthodox in Jerusalem,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/835,,,,1986,,"Barnes, ",,"Angel of Light or Mystic Initiate? The Problem of
                     the Life of Antony",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2484,https://zotero.org/groups/392292/items/ZNFSBNXF,,,1885,,"Sachau, ",,"Königliche Bibliothek, Berlin: Kurzes Verzeichniss der Sachau'schen Sammlung syrischer Handschriften. Nebst Übersicht des alten Bestandes",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1080,,,http://zotero.org/groups/4861694/items/48RBAHT4,1976,1976,"Van Esbroeck,","van Esbroeck,","Le résumé syriaque de l’Agathange et sa portée pour l’histoire du développement
        de la légende","Le resumé syriaque de l’Agathange et sa portée pour l’histoire du développement de
        la légende","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/244,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Gregory of Nazianzus,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2034,https://zotero.org/groups/392292/items/345NH2QH,,,1725,,"Assemani, ",,"Bibliotheca orientalis Clementino-Vaticana: De scriptoribus Syris
Nestorianis",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1377,https://zotero.org/groups/392292/items/MVNQXPXD,,,1989,,"Fiey, ",,"Sanctuaires et villages syriaques orientaux de la vallée de la
                Ṣapna",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1407,https://zotero.org/groups/392292/items/TSWNTVWJ,,,,,", ",,Revue de l'orient chrétien,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/975,,,http://zotero.org/groups/4861694/items/HMZ8ZYBL,1984,1984,"Kruse,","Kruse,",Das Brautlied der syrischen Thomas-Akten,Das Brautlied der syrischen Thomas-Akten,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/2252,https://zotero.org/groups/392292/items/RFDSGBZU,,http://zotero.org/groups/4861694/items/UTTY2FSZ,1981,1981,"Gero,","Gero,","Barsauma of Nisibis and Persian Christianity in the fifth
        century",Barṣauma of Nisibis and Persian Christianity in the Fifth Century,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/608,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yoḥannan of Beth Rabban,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/269,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Ḥimyar,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/516,,,,2011,,"Doran, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Shemʿun the Stylite,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2296,https://zotero.org/groups/392292/items/E3HDXANU,,http://zotero.org/groups/4861694/items/Y5UDU6PG,1971,1971,"Fiey,","Fiey,",Les provinces sud-caspiennes des églises syriennes,Les provinces sud-caspiennes des églises syriennes,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/515,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Shemʿun Quqoyo,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/545,,,,2011,,"Mengozzi, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Telkepe,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1950,https://zotero.org/groups/392292/items/TPBDR7CG,,,1988,,"van Esbroeck, ",,Une note de Sévère d’Antioche sur Juda Cyriaque,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/372,,,,2011,,"Teule, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Masʿūd of Ṭur ʿAbdin,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1808,https://zotero.org/groups/392292/items/T6GZFKIR,,,1995,,"Brock, ",,A Syriac Narratio of Abba Daniel of Sketis,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2355,https://zotero.org/groups/392292/items/ZUPZHHFB,,http://zotero.org/groups/4861694/items/42PSU32W,2003,2003,"Raven, Goulet (ed.)","Raven, Goulet (ed.)",De Mundo. Tradition syriaque et arabe,"Aristote de Stagire, De Mundo. Tradition syriaque et arabe","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/58,,,http://zotero.org/groups/4861694/items/DESMEK7R,2011,2011,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock
        (ed.)","van Rompay, Butts (ed.), Kiraz (ed.), van Rompay (ed.), Brock
        (ed.)","Armenian Christianity, Syriac contacts with","Armenian Christianity, Syriac Contacts with","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2520,https://zotero.org/groups/392292/items/B9DSNVN3,,http://zotero.org/groups/4861694/items/W6NM6ASY,1916,1916,"Furlani,","Furlani,","Contributi alla storia della filosofia greca in Oriente. Testi siriaci. III:
        Frammenti di una versione siriaca del commento di pseudo-Olimpiodoro alle Categorie
        d'Aristotele","Contributi alla storia della filosofia greca in Oriente. Testi siriaci, III.
        Frammenti di una versione siriaca del commento di Pseudo-Olimpiodoro alle Categorie
        d’Aristotele","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2266,https://zotero.org/groups/392292/items/EE4SKXEJ,,,1999,,"Watt, Drijvers, ",,"Portraits of spiritual authority : religious power in early
                Christianity, Byzantium, and the Christian Orient",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/155,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Dadishoʿ I,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1094,,,,1995,,"Stanley Jones, ",,"An Ancient Jewish Christian Source on the History
                     of Christianity. Pseudo-Clementine Recognitions 1.27-71",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/382,,,,2011,,"Weltecke, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Michael I Rabo,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/383,,,,2011,,"Witakowski, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Michael II the Younger,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1060,,,,1983,,"Carotoglou, ",,"Méthode de Patara, ‘Le temps de l’apostasie et du
                     châtiment des fils d’Ismaël’",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/681,,,,2011,,"Van Rompay, Burleson, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,List of Patriarchs of the Main Syriac Churches in the Middle East,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1066,,,http://zotero.org/groups/4861694/items/FC9Q7TII,1985,1985,"Suermann,","Suermann,","Die geschichtstheologische Reaktion auf die einfallenden Muslime in der
        edessenischen Apokalyptik des 7. Jahrhunderts","Die geschichtstheologische Reaktion auf die einfallenden Muslime in der
        edessenischen Apokalyptik des 7. Jahrhunderts",1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/2258,https://zotero.org/groups/392292/items/V6XF2DTW,,http://zotero.org/groups/4861694/items/698TKNIB,1969,1969,"Blum,","Blum,","Rabbula von edessa. der christ, der bischof, der theologe","Rabbula von Edessa. Der Christ, der Bischof, der Theologie","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2146,,,http://zotero.org/groups/4861694/items/M25XPH34,2001,2001,"Blanchard,","Blanchard,","Beh Isho‘ Kamulaya’s Syriac Discourses on the Monastic Way of Life: Edition,
        English Translation, and Introduction","Beh Isho‘ Kamulaya’s Syriac Discourses on the Monastic Way of Life: Edition,
        English Translation, and Introduction","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1201,,,,1895,,"Clermont-Ganneau, ",,Données géographiques relatives à la Palestine contenues dans la Vie de Pierre l'Ibère,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/782,,,http://zotero.org/groups/4861694/items/Y59ZM8TL,1971,1971,"Wiessner, Eilers (ed.)","Wiessner, Eilers (ed.)","Christlicher Heiligenkult im Umkreis eines sassanidischen
        Grosskönigs",Christlicher Heiligenkult im Umkreis eines sassanidischen Großkönigs,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1919,https://zotero.org/groups/392292/items/SRT3F6NT,,,1899,,"Theophilus, Rahmani (ed.)",,Acta sanctorum confessorum Guriae et Shamonae: exarata Syriaca lingua,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/438,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Physiologus,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/96,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Basil of Caesarea,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1093,,,,1992,,"Stanley Jones, ",,"Evaluating the Latin and Syriac Translations of
                     the Pseudo-Clementine Recognitions",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1859,https://zotero.org/groups/392292/items/UMSZN8R4,,http://zotero.org/groups/4861694/items/SI73T5IM,1972,1972,"Krüger,","Krüger,",Ein zweiter anonymer memra über Jakob von Serugh,Ein zweiter anonymer memra über Jakob von Serugh,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1767,https://zotero.org/groups/392292/items/FM2U6S64,,,1867,,", Abbeloos (ed.)",,De vita et scriptis Sancti Jacobi Batnarum Sarugi in Mesopotamia Episcopi,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1944,https://zotero.org/groups/392292/items/NNB994KB,,http://zotero.org/groups/4861694/items/FFVKRDIG,1902,1902,"Vaschalde,","Vaschalde,","Three letters of Philoxenus, bishop of Mabbogh (485-519): being the letter to
        the monks, the first letter to the monks of Beth-Gaugal, and the letter to Emperor
        Zeno","Three Letters of Philoxenus Bishop of Mabbôgh (485–519), Being the Letter to the
        Monks, the First Letter to the Monks of Beth-Gaugal, and the Letter to Emperor
        Zeno","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/452,,,,2011,,"Coakley, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Qdām w-Bāthar,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1017,,,,1890,,"Halévy, ",,"Remarque sur un point contesté touchant le
                     persécution de Nedjran",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1052,,,http://zotero.org/groups/4861694/items/ZB9G5RLW,1907,1907,"Nau,","Nau,","Notice historique sur le monastère de Qartamin suivie d’une note sur le
        monastère de Qennešré","Notice historique sur le monastère de Qartamin, suivie d’une note sur le monastère
        de Qennešré","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2130,,,http://zotero.org/groups/4861694/items/C5JJWZQK,2003,2003,"Burris, van Rompay,","Burris, van Rompay,",Some Further Notes on Thecla in Syriac Christianity,Some Further Notes on Thecla in Syriac Christianity,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/144,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Çiçek, Julius Yeshu",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/211,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Eusebius of Caesarea,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2048,https://zotero.org/groups/392292/items/7RHWHQS6,,,1935,,"Sévère d'Antioche, Jacques d'Édesse (ed.), Brière (ed.)",,"Les Homiliae Cathedrales de Sévère d’Antioche: traduction syriaque de Jacques
d’Édesse (suite). Homélies XCI à XCVIII",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1368,https://zotero.org/groups/392292/items/IVGPR9M7,,,1970,,"Vööbus, ",,"Syrische Kanonessammlungen: ein Beitrag zur Quellenkunde 1 1,B 1
                1,B",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2321,,,,2008,,"Toda, ",,Position of Arabic in the Literatures of the Christian Orient: The Case of the Life of Saint Macarius the Egyptian,,5. no match,,,,not checked,FALSE,1
